PERMNO,date,NAICS,DCLRDT,DLAMT,DLPDT,PAYDT,RCRDDT,SHRFLG,DISTCD,DIVAMT,FACPR,FACSHR,ACPERM,ACCOMP,SHRENDDT,DLRETX,DLPRC,DLRET,BIDLO,ASKHI,PRC,VOL,RET,BID,ASK,SHROUT,CFACPR,CFACSHR,ALTPRC,SPREAD,ALTPRCDT,RETX,vwretd,vwretx,ewretd,ewretx,sprtrn
22592,31/12/2008,339112,,,,,,0,,,,,,,29/01/2009,,,,55.14000,62.35000,57.54000,1457920,-0.140296,57.67000,57.69000,692955,1,1,57.54000,,31/12/2008,-0.140296,0.022148,0.019081,0.042176,0.037024,0.007822
22592,30/01/2009,339112,,,,,,0,,,,,,,26/02/2009,,,,52.90000,59.19000,53.79000,1036272,-0.065172,53.85000,53.92000,693543,1,1,53.79000,,30/01/2009,-0.065172,-0.077323,-0.078717,-0.024042,-0.025384,-0.085657
22592,27/02/2009,339112,10/02/2009,,,12/03/2009,20/02/2009,0,1232,0.51000,0.00000,0.00000,,,30/03/2009,,,,45.41000,54.11000,45.46000,1301461,-0.145380,45.48000,45.52000,693792,1,1,45.46000,,27/02/2009,-0.154862,-0.100214,-0.103401,-0.107667,-0.109769,-0.109931
22592,31/03/2009,339112,,,,,,0,,,,,,,29/04/2009,,,,41.83000,51.03000,49.72000,1570558,0.093709,49.61000,49.64000,693691,1,1,49.72000,,31/03/2009,0.093709,0.086690,0.083432,0.107474,0.104391,0.085405
22592,30/04/2009,339112,,,,,,0,,,,,,,28/05/2009,,,,50.65000,57.60000,57.60000,1169583,0.158487,57.56000,57.58000,694384,1,1,57.60000,,30/04/2009,0.158487,0.109359,0.107522,0.192762,0.190929,0.093925
22592,29/05/2009,339112,12/05/2009,,,12/06/2009,22/05/2009,0,1232,0.51000,0.00000,0.00000,,,29/06/2009,,,,56.04000,60.09000,57.10000,893789,0.000174,57.12000,57.15000,693543,1,1,57.10000,,29/05/2009,-0.008681,0.067788,0.065138,0.102330,0.100210,0.053081
22592,30/06/2009,339112,,,,,,0,,,,,,,30/07/2009,,,,57.06000,61.00000,60.10000,962965,0.052539,60.16000,60.17000,693543,1,1,60.10000,,30/06/2009,0.052539,-0.003098,-0.005040,0.023921,0.021352,0.000196
22592,31/07/2009,339112,,,,,,0,,,,,,,30/08/2009,,,,58.76000,70.52000,70.52000,1088980,0.173378,70.52000,70.54000,698321,1,1,70.52000,,31/07/2009,0.173378,0.081719,0.080298,0.085217,0.083763,0.074142
22592,31/08/2009,339112,10/08/2009,,,12/09/2009,21/08/2009,0,1232,0.51000,0.00000,0.00000,,,29/09/2009,,,,70.08000,72.90000,72.10000,873102,0.029637,72.08000,72.09000,698270,1,1,72.10000,,31/08/2009,0.022405,0.031459,0.029300,0.056864,0.055310,0.033560
22592,30/09/2009,339112,,,,,,0,,,,,,,29/10/2009,,,,70.12000,75.38000,73.80000,725419,0.023578,73.69000,73.71000,698270,1,1,73.80000,,30/09/2009,0.023578,0.045222,0.043582,0.071255,0.069383,0.035723
22592,30/10/2009,339112,,,,,,0,,,,,,,29/11/2009,,,,71.93000,78.79000,73.57000,825341,-0.003117,73.49000,73.51000,707958,1,1,73.57000,,30/10/2009,-0.003117,-0.027993,-0.029250,-0.050612,-0.051739,-0.019762
22592,30/11/2009,339112,09/11/2009,,,12/12/2009,20/11/2009,0,1232,0.51000,0.00000,0.00000,,,30/12/2009,,,,74.06000,78.78000,77.44000,597550,0.059535,77.46000,77.47000,707958,1,1,77.44000,,30/11/2009,0.052603,0.057098,0.054642,0.028476,0.026485,0.057364
22592,31/12/2009,339112,,,,,,0,,,,,,,28/01/2010,,,,77.11000,84.13000,82.67000,803715,0.067536,82.60000,82.61000,707958,1,1,82.67000,,31/12/2009,0.067536,0.028419,0.026392,0.055001,0.051972,0.017771
22592,29/01/2010,339112,,,,,,0,,,,,,,25/02/2010,,,,80.49000,85.12000,80.49000,752124,-0.026370,80.40000,80.45000,710599,1,1,80.49000,,29/01/2010,-0.026370,-0.037096,-0.038109,-0.011388,-0.012292,-0.036974
22592,26/02/2010,339112,09/02/2010,,,12/03/2010,19/02/2010,0,1232,0.52500,0.00000,0.00000,,,30/03/2010,,,,77.53000,81.52000,80.15000,750293,0.002298,80.17000,80.18000,711733,1,1,80.15000,,26/02/2010,-0.004224,0.034774,0.032688,0.033603,0.032232,0.028514
22592,31/03/2010,339112,,,,,,0,,,,,,,29/04/2010,,,,80.58000,84.28000,83.57000,910709,0.042670,83.61000,83.63000,711924,1,1,83.57000,,31/03/2010,0.042670,0.063606,0.061920,0.069289,0.067252,0.058796
22592,30/04/2010,339112,,,,,,0,,,,,,,27/05/2010,,,,82.95000,89.33000,88.67000,964132,0.061027,88.58000,88.60000,713068,1,1,88.67000,,30/04/2010,0.061027,0.020043,0.018930,0.057843,0.056698,0.014759
22592,28/05/2010,339112,11/05/2010,,,12/06/2010,21/05/2010,0,1232,0.52500,0.00000,0.00000,,,29/06/2010,,,,79.17000,89.81000,79.31000,1095851,-0.099639,79.26000,79.29000,713068,1,1,79.31000,,28/05/2010,-0.105560,-0.079136,-0.081224,-0.076929,-0.078435,-0.081976
22592,30/06/2010,339112,,,,,,0,,,,,,,29/07/2010,,,,74.74000,81.47000,78.99000,1144321,-0.004035,78.95000,78.96000,713068,1,1,78.99000,,30/06/2010,-0.004035,-0.050725,-0.052465,-0.056799,-0.058868,-0.053882
22592,30/07/2010,339112,,,,,,0,,,,,,,30/08/2010,,,,77.67000,87.32000,85.54000,895699,0.082922,85.51000,85.52000,713134,1,1,85.54000,,30/07/2010,0.082922,0.070292,0.068594,0.059940,0.058682,0.068778
22592,31/08/2010,339112,09/08/2010,,,12/09/2010,20/08/2010,0,1232,0.52500,0.00000,0.00000,,,29/09/2010,,,,78.55000,88.03000,78.55000,747657,-0.075579,78.50000,78.53000,713134,1,1,78.55000,,31/08/2010,-0.081716,-0.042813,-0.044938,-0.047566,-0.049083,-0.047449
22592,30/09/2010,339112,,,,,,0,,,,,,,28/10/2010,,,,81.01000,87.41000,86.71000,641224,0.103883,86.74000,86.76000,713134,1,1,86.71000,,30/09/2010,0.103883,0.091518,0.089635,0.096418,0.094485,0.087551
22592,29/10/2010,339112,,,,,,0,,,,,,,29/11/2010,,,,84.22000,90.90000,84.22000,821048,-0.028716,84.24000,84.26000,714859,1,1,84.22000,,29/10/2010,-0.028716,0.038531,0.037009,0.040681,0.039488,0.036856
22592,30/11/2010,339112,08/11/2010,,,12/12/2010,19/11/2010,0,1232,0.52500,0.00000,0.00000,,,30/12/2010,,,,83.59000,87.04000,83.98000,853552,0.003384,83.99000,84.00000,714859,1,1,83.98000,,30/11/2010,-0.002850,0.005108,0.002908,0.010736,0.008972,-0.002290
22592,31/12/2010,339112,,,,,,0,,,,,,,30/01/2011,,,,84.11000,87.34000,86.30000,771505,0.027626,86.34000,86.35000,714859,1,1,86.30000,,31/12/2010,0.027626,0.067150,0.064817,0.068851,0.065469,0.065300
22592,31/01/2011,339112,,,,,,0,,,,,,,27/02/2011,,,,86.14000,90.32000,87.92000,707799,0.018772,87.90000,87.92000,711978,1,1,87.92000,,31/01/2011,0.018772,0.019157,0.018203,0.014412,0.013611,0.022646
22592,28/02/2011,339112,08/02/2011,,,12/03/2011,18/02/2011,0,1232,0.55000,0.00000,0.00000,,,30/03/2011,,,,87.75000,92.96000,92.23000,660729,0.055278,92.26000,92.29000,711806,1,1,92.23000,,28/02/2011,0.049022,0.038165,0.036232,0.037036,0.035725,0.031957
22592,31/03/2011,339112,,,,,,0,,,,,,,28/04/2011,,,,87.55000,93.75000,93.50000,808151,0.013770,93.45000,93.46000,711805,1,1,93.50000,,31/03/2011,0.013770,0.003366,0.001781,0.008605,0.006786,-0.001047
22592,29/04/2011,339112,,,,,,0,,,,,,,30/05/2011,,,,91.45000,97.23000,97.21000,648949,0.039679,97.18000,97.19000,710577,1,1,97.21000,,29/04/2011,0.039679,0.028688,0.027573,0.019203,0.018109,0.028495
22592,31/05/2011,339112,10/05/2011,,,12/06/2011,20/05/2011,0,1232,0.55000,0.00000,0.00000,,,29/06/2011,,,,91.97000,96.92000,94.38000,661500,-0.023454,94.34000,94.35000,710577,1,1,94.38000,,31/05/2011,-0.029112,-0.014935,-0.016942,-0.018549,-0.020191,-0.013501
22592,30/06/2011,339112,,,,,,0,,,,,,,28/07/2011,,,,90.62000,94.85000,94.85000,675083,0.004980,94.83000,94.84000,710577,1,1,94.85000,,30/06/2011,0.004980,-0.018395,-0.020161,-0.024106,-0.026251,-0.018258
22592,29/07/2011,339112,,,,,,0,,,,,,,30/08/2011,,,,87.14000,97.97000,87.14000,865870,-0.081286,87.14000,87.17000,709536,1,1,87.14000,,29/07/2011,-0.081286,-0.022470,-0.023611,-0.021813,-0.022838,-0.021474
22592,31/08/2011,339112,08/08/2011,,,12/09/2011,19/08/2011,0,1232,0.55000,0.00000,0.00000,,,29/09/2011,,,,76.87000,86.77000,82.98000,1506688,-0.041428,82.94000,82.95000,709536,1,1,82.98000,,31/08/2011,-0.047739,-0.057472,-0.059612,-0.075715,-0.077329,-0.056791
22592,30/09/2011,339112,,,,,,0,,,,,,,30/10/2011,,,,71.79000,81.61000,71.79000,1163085,-0.134852,71.72000,71.73000,709536,1,1,71.79000,,30/09/2011,-0.134852,-0.084873,-0.086564,-0.100920,-0.102888,-0.071762
22592,31/10/2011,339112,,,,,,0,,,,,,,29/11/2011,,,,70.93000,82.18000,79.02000,1134760,0.100710,78.97000,78.98000,700845,1,1,79.02000,,31/10/2011,0.100710,0.113977,0.112566,0.107697,0.106575,0.107723
22592,30/11/2011,339112,14/11/2011,,,12/12/2011,25/11/2011,0,1232,0.55000,0.00000,0.00000,,,29/12/2011,,,,75.54000,82.29000,81.04000,949001,0.032523,80.90000,80.92000,700845,1,1,81.04000,,30/11/2011,0.025563,-0.006226,-0.008893,-0.020645,-0.022480,-0.005059
22592,30/12/2011,339112,,,,,,0,,,,,,,30/01/2012,,,,77.82000,82.39000,81.73000,799331,0.008514,81.68000,81.69000,700845,1,1,81.73000,,30/12/2011,0.008514,0.003702,0.001454,-0.003561,-0.007020,0.008533
22592,31/01/2012,339112,,,,,,0,,,,,,,28/02/2012,,,,83.37000,87.58000,86.71000,702895,0.060932,86.70000,86.71000,694970,1,1,86.71000,,31/01/2012,0.060932,0.054076,0.052929,0.085342,0.084432,0.043583
22592,29/02/2012,339112,07/02/2012,,,12/03/2012,17/02/2012,0,1232,0.59000,0.00000,0.00000,,,29/03/2012,,,,87.01000,88.20000,87.60000,565894,0.017068,87.57000,87.58000,694544,1,1,87.60000,,29/02/2012,0.010264,0.041186,0.038914,0.036494,0.035003,0.040589
22592,30/03/2012,339112,,,,,,0,,,,,,,29/04/2012,,,,84.95000,90.00000,89.21000,604303,0.018379,89.15000,89.16000,694737,1,1,89.21000,,30/03/2012,0.018379,0.023994,0.022110,0.017608,0.015303,0.031332
22592,30/04/2012,339112,,,,,,0,,,,,,,30/05/2012,,,,84.58000,89.36000,89.36000,542957,0.001681,89.35000,89.36000,693872,1,1,89.36000,,30/04/2012,0.001681,-0.006801,-0.008019,-0.009106,-0.010235,-0.007497
22592,31/05/2012,339112,08/05/2012,,,12/06/2012,18/05/2012,0,1232,0.59000,0.00000,0.00000,,,28/06/2012,,,,83.51000,89.60000,84.41000,598987,-0.048791,84.42000,84.43000,693872,1,1,84.41000,,31/05/2012,-0.055394,-0.065531,-0.067942,-0.068434,-0.070404,-0.062651
22592,29/06/2012,339112,,,,,,0,,,,,,,30/07/2012,,,,82.51000,89.60000,89.60000,654877,0.061486,89.58000,89.59000,693872,1,1,89.60000,,29/06/2012,0.061486,0.038156,0.036055,0.034188,0.031622,0.039555
22592,31/07/2012,339112,,,,,,0,,,,,,,30/08/2012,,,,86.41000,91.71000,91.23000,650421,0.018192,91.19000,91.20000,691319,1,1,91.23000,,31/07/2012,0.018192,0.010266,0.009012,-0.003281,-0.004484,0.012598
22592,31/08/2012,339112,14/08/2012,,,12/09/2012,24/08/2012,0,1232,0.59000,0.00000,0.00000,,,27/09/2012,,,,90.08000,94.24000,92.60000,487678,0.021484,92.60000,92.62000,691319,1,1,92.60000,,31/08/2012,0.015017,0.026265,0.023665,0.024820,0.022964,0.019763
22592,28/09/2012,339112,,,,,,0,,,,,,,30/10/2012,,,,90.67000,93.98000,92.42000,650628,-0.001944,92.39000,92.41000,691319,1,1,92.42000,,28/09/2012,-0.001944,0.026539,0.024597,0.034925,0.032690,0.024236
22592,31/10/2012,339112,,,,,,0,,,,,,,29/11/2012,,,,87.60000,95.37000,87.60000,686568,-0.052153,87.62000,87.66000,691931,1,1,87.60000,,31/10/2012,-0.052153,-0.014101,-0.015550,-0.013477,-0.014781,-0.019789
22592,30/11/2012,339112,12/11/2012,,,12/12/2012,23/11/2012,0,1232,0.59000,0.00000,0.00000,,,30/12/2012,,,,87.31000,90.95000,90.95000,582728,0.044977,90.96000,90.97000,691931,1,1,90.95000,,30/11/2012,0.038242,0.006193,0.002953,0.002790,0.000142,0.002847
22592,31/12/2012,339112,,,,,,0,,,,,,,30/01/2013,,,,90.12000,94.13000,92.85000,548584,0.020891,92.85000,92.90000,691931,1,1,92.85000,,31/12/2012,0.020891,0.012531,0.008980,0.021872,0.016406,0.007068
22592,31/01/2013,339112,,,,,,0,,,,,,,27/02/2013,,,,94.67000,101.81000,100.55000,626260,0.082930,100.54000,100.55000,687092,1,1,100.55000,,31/01/2013,0.082930,0.054094,0.052887,0.063509,0.062680,0.050428
22592,28/02/2013,339112,05/02/2013,,,12/03/2013,15/02/2013,0,1232,0.63500,0.00000,0.00000,,,27/03/2013,,,,100.77000,104.18000,104.00000,479119,0.040627,103.96000,103.97000,689990,1,1,104.00000,,28/02/2013,0.034311,0.008332,0.006128,0.003500,0.002060,0.011061
22592,28/03/2013,339112,,,,,,0,,,,,,,29/04/2013,,,,103.28000,106.42000,106.31000,501416,0.022212,106.26000,106.27000,690764,1,1,106.31000,,28/03/2013,0.022212,0.035274,0.033509,0.031419,0.029529,0.035988
22592,30/04/2013,339112,,,,,,0,,,,,,,30/05/2013,,,,103.79000,108.25000,104.71000,672363,-0.015050,104.69000,104.71000,690195,1,1,104.71000,,30/04/2013,-0.015050,0.014945,0.013768,0.002477,0.001376,0.018086
22592,31/05/2013,339112,14/05/2013,,,12/06/2013,24/05/2013,0,1232,0.63500,0.00000,0.00000,,,27/06/2013,,,,104.55000,112.01000,110.27000,623302,0.059163,110.30000,110.31000,690195,1,1,110.27000,,31/05/2013,0.053099,0.019067,0.016509,0.023985,0.022131,0.020763
22592,28/06/2013,339112,,,,,,0,,,,,,,30/07/2013,,,,107.50000,112.97000,109.35000,533064,-0.008343,109.35000,109.36000,690195,1,1,109.35000,,28/06/2013,-0.008343,-0.015039,-0.017055,-0.013012,-0.015631,-0.014999
22592,31/07/2013,339112,,,,,,0,,,,,,,29/08/2013,,,,108.73000,117.43000,117.43000,525257,0.073891,117.43000,117.44000,683468,1,1,117.43000,,31/07/2013,0.073891,0.052681,0.051244,0.054898,0.053720,0.049462
22592,30/08/2013,339112,13/08/2013,,,12/09/2013,23/08/2013,0,1232,0.63500,0.00000,0.00000,,,29/09/2013,,,,112.73000,118.68000,113.58000,440635,-0.027378,113.52000,113.54000,683468,1,1,113.58000,,30/08/2013,-0.032785,-0.025714,-0.027891,-0.017278,-0.019029,-0.031298
22592,30/09/2013,339112,,,,,,0,,,,,,,30/10/2013,,,,113.22000,121.57000,119.41000,532384,0.051329,119.45000,119.47000,683468,1,1,119.41000,,30/09/2013,0.051329,0.037477,0.035682,0.051828,0.049754,0.029749
22592,31/10/2013,339112,,,,,,0,,,,,,,28/11/2013,,,,117.16000,125.85000,125.85000,543704,0.053932,125.91000,125.93000,673270,1,1,125.85000,,31/10/2013,0.053932,0.039852,0.038565,0.025762,0.024591,0.044596
22592,29/11/2013,339112,11/11/2013,,,12/12/2013,22/11/2013,0,1232,0.63500,0.00000,0.00000,,,30/12/2013,,,,125.90000,133.50999,133.50999,458361,0.065912,133.44000,133.45000,673270,1,1,133.50999,,29/11/2013,0.060866,0.024947,0.022824,0.023398,0.021660,0.028049
22592,31/12/2013,339112,,,,,,0,,,,,,,30/01/2014,,,,126.43000,140.25000,140.25000,734014,0.050483,140.23000,140.24001,665242,1,1,140.25000,,31/12/2013,0.050483,0.026126,0.024071,0.025242,0.022010,0.023563
22592,31/01/2014,339112,,,,,,0,,,,,,,27/02/2014,,,,128.05000,138.45000,128.19000,604080,-0.085989,128.17000,128.17999,663296,1,1,128.19000,,31/01/2014,-0.085989,-0.029957,-0.031063,-0.001282,-0.002254,-0.035583
22592,28/02/2014,339112,17/12/2013,,,12/03/2014,14/02/2014,0,1232,0.85500,0.00000,0.00000,,,30/03/2014,,,,123.90000,134.73000,134.73000,623548,0.057688,134.75000,134.75999,662692,1,1,134.73000,,28/02/2014,0.051018,0.046173,0.043937,0.044257,0.042687,0.043117
22592,31/03/2014,339112,,,,,,0,,,,,,,29/04/2014,,,,129.83000,135.66000,135.66000,602341,0.006903,135.66000,135.67999,657808,1,1,135.66000,,31/03/2014,0.006903,0.004469,0.002751,0.001028,-0.001095,0.006932
22592,30/04/2014,339112,,,,,,0,,,,,,,29/05/2014,,,,132.39000,139.09000,139.09000,524158,0.025284,139.06000,139.07001,654278,1,1,139.09000,,30/04/2014,0.025284,0.001661,0.000496,-0.022319,-0.023436,0.006201
22592,30/05/2014,339112,13/05/2014,,,12/06/2014,23/05/2014,0,1232,0.85500,0.00000,0.00000,,,29/06/2014,,,,139.28999,142.82001,142.55000,484950,0.031023,142.53000,142.53999,654278,1,1,142.55000,,30/05/2014,0.024876,0.020219,0.018012,0.006647,0.004858,0.021030
22592,30/06/2014,339112,,,,,,0,,,,,,,30/07/2014,,,,142.25999,145.32001,143.24001,356555,0.004840,143.23000,143.24001,654278,1,1,143.24001,,30/06/2014,0.004840,0.027941,0.025957,0.039501,0.037053,0.019058
22592,31/07/2014,339112,,,,,,0,,,,,,,28/08/2014,,,,140.89000,146.17000,140.89000,433224,-0.016406,140.91000,140.92000,647969,1,1,140.89000,,31/07/2014,-0.016406,-0.020523,-0.021819,-0.035223,-0.036411,-0.015080
22592,29/08/2014,339112,11/08/2014,,,12/09/2014,22/08/2014,0,1232,0.85500,0.00000,0.00000,,,29/09/2014,,,,139.13000,144.70000,144.00000,410442,0.028143,143.98000,144.00000,647969,1,1,144.00000,,29/08/2014,0.022074,0.040186,0.038183,0.033697,0.032156,0.037655
22592,30/09/2014,339112,,,,,,0,,,,,,,30/10/2014,,,,141.67999,146.84000,141.67999,517870,-0.016111,141.69000,141.71001,647969,1,1,141.67999,,30/09/2014,-0.016111,-0.025129,-0.026823,-0.044988,-0.046891,-0.015514
22592,31/10/2014,339112,,,,,,0,,,,,,,27/11/2014,,,,132.89999,153.77000,153.77000,850133,0.085333,153.70000,153.71001,640819,1,1,153.77000,,31/10/2014,0.085333,0.021184,0.019935,0.014199,0.012956,0.023201
22592,28/11/2014,339112,11/11/2014,,,12/12/2014,21/11/2014,0,1232,0.85500,0.00000,0.00000,,,30/12/2014,,,,153.30000,160.16000,160.09000,410783,0.046661,160.12000,160.14000,640819,1,1,160.09000,,28/11/2014,0.041100,0.021150,0.018986,-0.002457,-0.004155,0.024534
22592,31/12/2014,339112,,,,,,0,,,,,,,29/01/2015,,,,156.85001,167.27000,164.32001,534997,0.026423,164.33000,164.37000,636040,1,1,164.32001,,31/12/2014,0.026423,-0.003616,-0.005754,-0.000190,-0.003562,-0.004189
22592,30/01/2015,339112,,,,,,0,,,,,,,26/02/2015,,,,158.64999,166.13000,162.30000,547546,-0.012293,162.47000,162.49001,636040,1,1,162.30000,,30/01/2015,-0.012293,-0.027152,-0.028223,-0.019073,-0.020095,-0.031041
22592,27/02/2015,339112,16/12/2014,,,12/03/2015,13/02/2015,0,1232,1.02500,0.00000,0.00000,,,30/03/2015,,,,164.42000,169.61000,168.64999,373657,0.045440,168.64999,168.67000,634750,1,1,168.64999,,27/02/2015,0.039125,0.055948,0.053611,0.054123,0.052497,0.054893
22592,31/03/2015,339112,,,,,,0,,,,,,,29/04/2015,,,,161.73000,170.50000,164.95000,481441,-0.021939,164.94000,164.95000,635317,1,1,164.95000,,31/03/2015,-0.021939,-0.010439,-0.012255,-0.005112,-0.007204,-0.017396
22592,30/04/2015,339112,,,,,,0,,,,,,,28/05/2015,,,,156.39000,167.07001,156.39000,532424,-0.051895,156.45000,156.46001,634341,1,1,156.39000,,30/04/2015,-0.051895,0.008723,0.007574,0.015127,0.013989,0.008521
22592,29/05/2015,339112,12/05/2015,,,12/06/2015,22/05/2015,0,1232,1.02500,0.00000,0.00000,,,29/06/2015,,,,157.64000,163.30000,159.08000,428209,0.023755,159.10001,159.13000,634341,1,1,159.08000,,29/05/2015,0.017201,0.010326,0.008167,0.003962,0.002313,0.010491
22592,30/06/2015,339112,,,,,,0,,,,,,,30/07/2015,,,,153.95000,160.16000,154.30000,485182,-0.030048,154.24001,154.25000,634341,1,1,154.30000,,30/06/2015,-0.030048,-0.019259,-0.021201,-0.013473,-0.015969,-0.021012
22592,31/07/2015,339112,,,,,,0,,,,,,,30/08/2015,,,,148.71001,157.17000,151.34000,547724,-0.019183,151.38000,151.41000,624745,1,1,151.34000,,31/07/2015,-0.019183,0.012095,0.010881,-0.027144,-0.028387,0.019742
22592,31/08/2015,339112,10/08/2015,,,12/09/2015,21/08/2015,0,1232,1.02500,0.00000,0.00000,,,29/09/2015,,,,137.64000,151.24001,142.14000,592460,-0.054017,142.14000,142.14999,624745,1,1,142.14000,,31/08/2015,-0.060790,-0.059996,-0.062061,-0.047295,-0.049309,-0.062581
22592,30/09/2015,339112,,,,,,0,,,,,,,29/10/2015,,,,137.58000,144.20000,141.77000,652533,-0.002603,141.74001,141.75999,624745,1,1,141.77000,,30/09/2015,-0.002603,-0.033738,-0.035673,-0.049922,-0.052219,-0.026443
22592,30/10/2015,339112,,,,,,0,,,,,,,29/11/2015,,,,140.80000,158.08000,157.21001,543740,0.108909,157.21001,157.23000,615713,1,1,157.21001,,30/10/2015,0.108909,0.073963,0.072566,0.052873,0.051512,0.082983
22592,30/11/2015,339112,10/11/2015,,,12/12/2015,20/11/2015,0,1232,1.02500,0.00000,0.00000,,,30/12/2015,,,,155.64999,159.92000,156.58000,424135,0.002513,156.64000,156.66000,615713,1,1,156.58000,,30/11/2015,-0.004007,0.002442,0.000176,0.007333,0.005435,0.000505
22592,31/12/2015,339112,,,,,,0,,,,,,,28/01/2016,,,,146.92000,158.22000,150.64000,611168,-0.037936,150.64000,150.64999,615713,1,1,150.64000,,31/12/2015,-0.037936,-0.022257,-0.024498,-0.035887,-0.039462,-0.017530
22752,31/01/2006,325412,,,,,,0,,,,,,,27/02/2006,,,,32.75000,34.70000,34.50000,2073602,0.084565,34.49000,34.60000,2186632,1,1,34.50000,,31/01/2006,0.084565,0.040044,0.038938,0.076354,0.075150,0.025467
22752,28/02/2006,325412,,,,,,0,,,,,,,30/03/2006,,,,33.69000,36.05000,34.86000,1732282,0.010435,34.86000,34.87000,2186632,1,1,34.86000,,28/02/2006,0.010435,-0.001637,-0.003552,0.004836,0.003476,0.000453
22752,31/03/2006,325412,28/02/2006,,,03/04/2006,10/03/2006,0,1232,0.38000,0.00000,0.00000,,,27/04/2006,,,,34.51000,36.23000,35.23000,1542236,0.021515,35.23000,35.24000,2187042,1,1,35.23000,,31/03/2006,0.010614,0.019053,0.017585,0.036978,0.035232,0.011065
22752,28/04/2006,325412,,,,,,0,,,,,,,30/05/2006,,,,33.80000,35.99000,34.42000,1683680,-0.022992,34.48000,34.49000,2187042,1,1,34.42000,,28/04/2006,-0.022992,0.012965,0.011494,0.009791,0.008497,0.012187
22752,31/05/2006,325412,23/05/2006,,,03/07/2006,02/06/2006,0,1232,0.38000,0.00000,0.00000,,,29/06/2006,,,,33.14000,35.13000,33.29000,2225585,-0.021790,33.24000,33.27000,2182507,1,1,33.29000,,31/05/2006,-0.032830,-0.031045,-0.033025,-0.044331,-0.045982,-0.030917
22752,30/06/2006,325412,,,,,,0,,,,,,,30/07/2006,,,,33.37000,36.43000,36.43000,1958075,0.094323,36.41000,36.42000,2182507,1,1,36.43000,,30/06/2006,0.094323,-0.000386,-0.001881,-0.008479,-0.010474,0.000087
22752,31/07/2006,325412,,,,,,0,,,,,,,30/08/2006,,,,36.15000,41.12000,40.27000,2329167,0.105408,40.25000,40.26000,2182507,1,1,40.27000,,31/07/2006,0.105408,-0.001884,-0.002927,-0.022698,-0.023752,0.005086
22752,31/08/2006,325412,25/07/2006,,,02/10/2006,01/09/2006,0,1232,0.38000,0.00000,0.00000,,,28/09/2006,,,,38.83000,41.59000,40.55000,2479498,0.016389,40.55000,40.58000,2176128,1,1,40.55000,,31/08/2006,0.006953,0.025048,0.022975,0.025011,0.023562,0.021274
22752,29/09/2006,325412,,,,,,0,,,,,,,30/10/2006,,,,40.64000,42.40000,41.90000,1665995,0.033292,41.88000,41.91000,2176128,1,1,41.90000,,29/09/2006,0.033292,0.019424,0.018105,0.009006,0.007433,0.024566
22752,31/10/2006,325412,,,,,,0,,,,,,,29/11/2006,,,,41.42000,46.21000,45.42000,2224520,0.084009,45.38000,45.39000,2176128,1,1,45.42000,,31/10/2006,0.084009,0.037133,0.036087,0.046211,0.045186,0.031508
22752,30/11/2006,325412,,,,,,0,,,,,,,28/12/2006,,,,42.88000,45.90000,44.51000,2632119,-0.020035,44.49000,44.50000,2171003,1,1,44.51000,,30/11/2006,-0.020035,0.023705,0.021340,0.031168,0.029505,0.016467
22752,29/12/2006,325412,28/11/2006,,,02/01/2007,08/12/2006,0,1232,0.38000,0.00000,0.00000,,,30/01/2007,,,,42.79000,45.39000,43.60000,1999023,-0.011907,43.55000,43.58000,2171003,1,1,43.60000,,29/12/2006,-0.020445,0.010854,0.009151,0.014800,0.012585,0.012616
22752,31/01/2007,325412,,,,,,0,,,,,,,27/02/2007,,,,43.88000,46.22000,44.75000,1802610,0.026376,44.78000,44.80000,2171003,1,1,44.75000,,31/01/2007,0.026376,0.019401,0.018466,0.022283,0.021357,0.014059
22752,28/02/2007,325412,,,,,,0,,,,,,,29/03/2007,,,,42.94000,45.13000,44.15000,2042782,-0.013408,44.12000,44.15000,2166483,1,1,44.15000,,28/02/2007,-0.013408,-0.013994,-0.015985,0.002111,0.000857,-0.021846
22752,30/03/2007,325412,27/02/2007,,,02/04/2007,09/03/2007,0,1232,0.38000,0.00000,0.00000,,,29/04/2007,,,,43.09000,44.67000,44.17000,2278862,0.009060,44.16000,44.17000,2169980,1,1,44.17000,,30/03/2007,0.000453,0.012946,0.011471,0.006545,0.004805,0.009980
22752,30/04/2007,325412,,,,,,0,,,,,,,30/05/2007,,,,45.01000,52.43000,51.44000,2551177,0.164591,51.39000,51.43000,2169980,1,1,51.44000,,30/04/2007,0.164591,0.039821,0.038455,0.027044,0.025768,0.043291
22752,31/05/2007,325412,,,,,,0,,,,,,,28/06/2007,,,,50.98000,54.35000,52.45000,2353554,0.019635,52.46000,52.46000,2167273,1,1,52.45000,,31/05/2007,0.019635,0.038932,0.036643,0.023123,0.021362,0.032549
22752,29/06/2007,325412,22/05/2007,,,02/07/2007,08/06/2007,0,1232,0.38000,0.00000,0.00000,,,30/07/2007,,,,48.34000,52.14000,49.80000,2671191,-0.043279,49.78000,49.80000,2167273,1,1,49.80000,,29/06/2007,-0.050524,-0.014754,-0.016117,-0.007906,-0.009856,-0.017816
22752,31/07/2007,325412,,,,,,0,,,,,,,30/08/2007,,,,48.66000,53.38000,49.65000,2900793,-0.003012,49.64000,49.68000,2167273,1,1,49.65000,,31/07/2007,-0.003012,-0.031758,-0.032762,-0.043537,-0.044642,-0.031982
