pe_op_dil,CAPEI,pe_op_basic,divyield,pe_exi,pcf,ptb,PEG_ltgforward,bm,evm,ps,pe_inc,PEG_1yrforward,PEG_trailing,dpr,GProf,roe,short_debt,invt_act,roce
8.764,10.497,8.707,0.041900000000000014,10.973,-69.633,2.934,1.3430000000000002,0.34,7.3039999999999985,0.458,10.913,0.476,0.754,0.447,0.222,0.203,0.075,0.601,0.335
18.259,17.906,17.798,0.0241,17.949,9.599,2.807,1.215,0.278,11.525,3.161,17.949,1.412,2.786,0.375,0.446,0.174,0.067,0.141,0.211
17.008,13.79,16.87,0.0328,16.87,6.819,1.824,1.336,0.565,16.379,1.5419999999999998,17.149,1.36,0.98,0.584,0.111,0.114,0.325,0.152,0.049
15.13,16.796,15.067,0.0221,15.162,9.261,3.445,1.648,0.28,8.568999999999999,0.526,15.226,1.513,1.269,0.32,0.607,0.233,0.166,0.732,0.219
17.314,18.895,17.156,0.0326,17.314,13.387,5.621,2.049,0.17,10.897,3.394,17.314,3.867,2.292,0.547,0.359,0.342,0.01,0.025,0.3
14.968,16.271,14.792,0.0159,14.843,12.137,12.312,1.505,0.09,9.567,2.275,14.843,1.489,1.157,0.227,0.466,0.83,0.276,0.046,0.409
12.501,24.02,12.125,0.0281,12.665,-3.389,1.4509999999999998,1.277,0.693,14.777,1.692,11.975,2.126,0.614,0.35600000000000004,0.043,0.122,0.66,0.152,0.07400000000000001
20.75,22.427,20.449,0.0265,21.487,17.71,4.9910000000000005,2.401,0.233,14.833,3.926,21.487,3.085,1.23,0.509,0.358,0.243,0.5479999999999999,0.108,0.179
18.867,22.212,18.545,0.0221,15.094,16.445,6.2170000000000005,1.3130000000000002,0.183,9.58,2.687,15.094,1.936,0.7170000000000001,0.319,0.563,0.397,0.636,0.299,0.374
9.15,10.559,9.042,0.0245,9.15,9.562,1.284,1.032,0.802,6.296,1.147,9.15,-1.136,0.36,0.205,0.091,0.14300000000000002,0.079,0.152,0.16899999999999998
18.55,23.539,18.307,0.034300000000000004,20.596,12.026,1.898,7.544,0.511,8.277000000000001,3.733,13.402,22.552,2.466,0.659,0.271,0.099,0.198,0.118,0.158
4.396,18.537,4.332,0.0154,4.117,10.191,3.036,0.292,0.257,11.061,1.29,4.117,0.17,0.98,0.215,0.736,0.255,0.264,0.261,0.315
10.185,11.822,10.126,0.0297,10.185,6.266,1.686,3.0860000000000003,0.579,4.482,1.048,10.185,0.267,0.927,0.278,0.26,0.184,0.058,0.127,0.255
11.103,11.64,10.841,0.0126,10.858,26.855,1.173,1.331,0.8959999999999999,29.193,2.19,10.858,0.763,0.226,0.214,0.022,0.128,0.623,0.152,0.033
18.283,19.283,18.151,0.0322,18.283,13.564,5.614,2.5540000000000003,0.183,10.923,3.531,18.283,4.832,3.406,0.57,0.35100000000000003,0.325,0.002,0.023,0.29600000000000004
11.578,14.333,11.453,0.0289,16.497,8.666,3.353,1.518,0.331,8.141,3.489,16.497,1.001,5.082,0.44,0.48,0.231,0.152,0.019,0.341
14.470999999999998,9.029,14.416,0.0359,14.470999999999998,7.8610000000000015,1.472,0.895,0.669,6.246,0.956,14.470999999999998,0.242,0.98,0.506,0.196,0.104,0.037000000000000005,0.149,0.145
23.208,48.012,22.856,0.0254,23.208,18.799,5.641,1.274,0.203,13.424,4.4510000000000005,23.208,0.987,0.389,0.0,0.377,0.29600000000000004,0.194,0.014,0.446
21.167,20.701,20.134,0.0312,22.741,16.428,2.778,2.714,0.364,13.177,2.707,22.131,5.417999999999998,32.69,0.6729999999999999,0.313,0.135,0.402,0.28300000000000003,0.155
16.77,23.019,16.657,0.0151,16.77,10.242,4.941,1.294,0.228,8.767999999999999,3.627,16.77,0.501,0.98,0.251,0.377,0.317,0.102,0.027000000000000003,0.407
12.579,12.671,12.513,0.0351,15.419,-39.06800000000001,30.655,2.193,0.006,7.9620000000000015,0.564,15.37,-0.254,0.794,0.541,0.215,0.219,0.057,0.551,0.287
28.417,28.042,28.01,0.0307,14.383,21.138,3.14,2.519,0.328,11.812,3.934,14.383,-5.5779999999999985,0.289,0.433,0.334,0.218,0.126,0.168,0.133
13.550999999999998,27.676,13.279000000000002,0.0106,13.550999999999998,18.231,4.992,1.068,0.202,12.844,2.182,13.368,1.001,0.98,0.273,0.7140000000000001,0.254,0.197,0.269,0.321
20.874,23.846,20.733,0.0313,21.017,12.44,2.014,8.475,0.544,8.277000000000001,3.89,8.477,-15.343,1.788,0.63,0.271,0.105,0.184,0.114,0.158
11.842,12.088,11.416,0.0336,12.093,7.023,2.226,1.466,0.422,7.325,2.456,12.093,-1.862,8.15,0.381,0.479,0.194,0.093,0.163,0.214
7.857,16.659000000000002,7.609,0.0218,7.697,6.122000000000001,1.308,0.805,0.805,5.46,1.318,7.697,0.59,0.16,0.156,0.08800000000000001,0.189,0.14800000000000002,0.152,0.214
22.485,27.035,22.313,0.0233,22.747,19.002,5.749,2.374,0.166,17.809,4.708,22.747,1.919,2.54,0.527,0.45,0.29100000000000004,0.649,0.183,0.28600000000000003
16.491,37.664,16.274,0.0254,16.491,11.341,5.021,0.8909999999999999,0.239,9.95,3.932,16.491,0.601,0.226,0.0,0.392,0.379,0.194,0.017,0.5429999999999999
18.772,31.137,18.422,0.0253,28.114,12.390999999999998,4.357,2.572,0.244,10.505,2.91,27.463,1.729,6.813,0.872,0.315,0.155,0.098,0.029,0.243
17.278,22.22,17.146,0.0373,20.591,10.66,2.488,4.856,0.435,7.369,2.84,20.591,18.194000000000006,0.522,0.746,0.37,0.119,0.155,0.183,0.152
9.223,12.728,8.982000000000003,0.0443,9.298,-1.913,0.936,0.997,0.86,17.035,1.035,9.298,-0.277,0.16699999999999998,0.401,0.038,0.108,0.569,0.152,0.057
17.066,10.133,16.964000000000002,0.0254,15.069,6.392,2.6710000000000003,1.6740000000000002,0.792,28.052,1.116,15.916,-0.361,0.98,0.423,0.028,0.189,0.211,0.152,0.034
7.881,20.425,7.758999999999999,0.0351,8.243,13.385,4.388,0.97,0.208,13.336,3.689,8.243,0.664,0.69,0.545,0.456,0.292,0.5770000000000001,0.14,0.255
15.476,9.702,15.476,0.0295,16.25,4.885,1.493,1.238,0.755,17.338,1.15,16.927,2.092,0.98,0.455,0.112,0.093,0.28,0.152,0.043
19.0,12.229,19.0,0.0278,19.0,5.7810000000000015,1.826,1.6130000000000002,0.679,16.7,1.4409999999999998,21.891,2.174,0.98,0.43,0.112,0.098,0.266,0.152,0.045
29.725,16.074,29.725,0.0051,32.181999999999995,1.511,0.996,4.023,0.893,25.845,1.3430000000000002,24.491,0.588,0.98,1.609,0.03,0.056,0.601,0.152,0.034
19.07,25.955,18.84,0.0234,18.869,12.527,6.332999999999998,1.767,0.153,11.297,1.007,18.869,1.112,1.487,0.36,0.173,0.4370000000000001,0.155,0.6759999999999999,0.345
12.973,26.494,12.711,0.0111,12.973,17.452,4.7780000000000005,1.022,0.202,12.844,2.089,12.797,1.013,0.98,0.273,0.7140000000000001,0.254,0.197,0.269,0.321
17.625,20.951,17.090999999999998,0.0254,17.221,10.979,3.854,1.14,0.266,12.202,3.357,17.221,2.442,1.13,0.0,0.455,0.244,0.073,0.035,0.239
19.29,22.71,19.29,0.0283,19.29,10.619000000000002,2.934,1.771,0.365,16.838,2.4290000000000003,21.265,1.276,2.184,0.515,0.124,0.152,0.407,0.152,0.081
23.39,21.944000000000006,22.88,0.0134,23.39,14.808,4.018,2.039,0.202,15.354,1.771,23.218000000000004,1.94,1.993,0.295,0.6509999999999999,0.229,0.13699999999999998,0.252,0.278
5.45,111.408,5.31,0.0254,5.45,23.799,8.721,0.237,0.101,22.219,5.787000000000001,5.45,0.171,0.1,0.0,0.402,0.303,0.194,0.015,0.405
11.687,15.121,11.561,0.0248,11.687,9.353,4.155,1.4680000000000002,0.3,7.582000000000002,3.76,11.687,-21.784,0.7959999999999999,0.244,0.54,0.421,0.0,0.021,0.411
6.516,9.275,6.408,0.0282,6.516,4.981,0.963,0.674,1.004,5.2970000000000015,0.974,6.516,-0.326,0.194,0.177,0.083,0.16,0.078,0.152,0.188
5.5470000000000015,38.254,5.5310000000000015,0.0083,11.109000000000002,93.417,2.654,0.606,0.315,13.014,7.834,11.109000000000002,0.615,1.75,0.276,0.179,0.077,0.194,0.0,0.234
13.259,17.29,13.134,0.0253,12.085,8.97,10.372,1.097,0.09,8.106,0.7120000000000001,12.064,-2.417,0.23,0.29100000000000004,0.198,0.959,0.168,0.653,0.378
17.84,22.523000000000003,17.667,0.0137,17.667,13.362,2.247,1.569,0.49,9.605,2.301,17.667,1.466,0.841,0.424,0.141,0.134,0.229,0.16,0.163
15.969,18.661,13.29,0.0388,20.0,7.247999999999998,1.487,7.117000000000001,0.682,6.723,2.448,19.434,13.37,0.98,0.752,0.287,0.079,0.129,0.157,0.14
16.133,28.057,15.832,0.0189,16.133,6.654,6.255,1.195,0.158,10.335,0.961,16.072,1.267,0.415,0.278,0.244,0.5429999999999999,0.093,0.35100000000000003,0.375
11.696,13.896,11.565,0.0126,12.023,8.882,2.103,1.062,0.546,5.416,0.58,12.023,-32.856,1.03,0.122,0.377,0.19,0.233,0.0,0.23
16.517,21.124,16.334,0.0316,16.517,12.443,5.603,1.682,0.161,10.856,3.279,16.517,2.72,1.393,0.483,0.374,0.35600000000000004,0.077,0.027000000000000003,0.317
6.278,8.318,5.763,0.0102,6.895,2.0,1.056,0.958,0.943,23.072,1.4269999999999998,6.895,-0.208,0.079,0.18,0.031,0.2,0.629,0.152,0.043
22.604,28.093000000000004,22.471,0.0113,22.604,14.204,2.713,1.5519999999999998,0.426,11.223,2.9810000000000003,22.604,1.393,1.204,0.219,0.14300000000000002,0.134,0.105,0.15,0.165
5.202000000000001,7.002999999999999,5.171,0.042800000000000005,5.202000000000001,4.107,1.239,0.57,0.662,3.484,0.477,5.202000000000001,-0.102,0.241,0.21600000000000005,0.319,0.255,0.317,0.188,0.397
11.255999999999998,11.129,10.948,0.0128,11.012,-10.742,1.113,1.382,0.841,29.649,2.0580000000000003,11.012,9.893,0.142,0.131,0.022,0.117,0.616,0.152,0.031
14.912,18.765,14.836,0.0124,14.147,6.4529999999999985,3.597,1.332,0.342,13.851,2.094,14.044,3.616,0.417,0.177,0.056,0.28,0.23,0.152,0.09
12.068,23.385,11.616,0.0193,12.259,8.871,4.47,0.77,0.211,9.436,1.004,12.259,0.423,0.458,0.2,0.272,0.407,0.387,0.25,0.172
19.801,25.618,19.721,0.0263,13.236,7.57,2.508,1.165,0.441,10.765999999999998,1.038,13.236,0.7290000000000001,0.105,0.345,0.17,0.232,0.063,0.332,0.113
5.7620000000000005,7.756,5.727,0.0387,5.7620000000000005,4.549,1.3730000000000002,0.797,0.662,3.484,0.528,5.7620000000000005,-0.102,0.267,0.21600000000000005,0.319,0.255,0.317,0.188,0.397
9.87,14.679,9.815,0.0733,15.598,7.684,1.581,3.602,0.528,8.93,2.484,15.882,2.2880000000000003,0.98,1.0590000000000002,0.3720000000000001,0.101,0.421,0.118,0.179
18.591,25.639,18.357,0.0229,18.996,12.111,3.182,2.173,0.31,10.606,2.436,15.438,2.738,0.727,0.423,0.281,0.17600000000000002,0.002,0.041,0.189
20.748,25.988000000000003,20.36,0.0088,20.36,8.171,6.324,1.6569999999999998,0.16399999999999998,20.957,2.571,18.68,1.3030000000000002,1.893,0.17800000000000002,0.039,0.249,0.359,0.152,0.08199999999999999
17.698,17.230999999999998,17.604,0.0459,35.973,9.525,1.837,7.923999999999999,0.51,7.707999999999998,2.172,35.973,3.969,0.98,1.68,0.355,0.051,0.156,0.203,0.135
43.44300000000001,26.385,43.44300000000001,0.052300000000000006,44.976000000000006,3.64,1.776,3.607,0.537,5.747999999999998,0.978,44.976000000000006,2.844,0.98,2.327,0.282,0.039,0.08800000000000001,0.03,0.141
17.24,18.689,17.669,0.0306,23.42,26.058000000000003,5.823,2.484,0.193,13.486,4.6789999999999985,23.42,1.405,0.98,0.7190000000000001,0.434,0.244,0.199,0.121,0.231
9.216,24.703000000000007,9.109,0.028,9.669,15.967,4.9830000000000005,1.115,0.21600000000000005,13.02,4.541,9.669,0.672,0.8220000000000001,0.526,0.45,0.289,0.622,0.122,0.26
16.329,18.928,16.039,0.0148,16.183,9.158,7.25,1.5,0.127,9.511,1.5490000000000002,16.062,1.078,0.995,0.206,0.446,0.368,0.477,0.065,0.256
16.113,19.107,15.919,0.013,17.355,9.068,4.146,1.736,0.287,8.594,1.571,17.421,1.42,1.536,0.16699999999999998,0.409,0.265,0.298,0.073,0.224
9.053,6.955,8.958,0.024,9.053,8.459,1.015,1.053,1.051,5.602,1.029,9.053,-14.168,4.401,0.212,0.077,0.122,0.016,0.152,0.142
15.43,18.04,15.378,0.0195,15.07,9.434,2.9530000000000003,1.187,0.333,10.189,0.507,15.171,2.178,1.396,0.258,0.588,0.21,0.257,0.745,0.208
16.958,16.461,16.495,0.0248,17.364,8.33,2.89,1.936,0.353,6.846,3.134,17.364,0.938,0.98,0.418,0.465,0.172,0.028,0.134,0.208
13.359000000000002,15.598,13.158,0.0251,13.998,9.798,3.315,1.75,0.355,7.135,1.046,13.998,-0.836,1.431,0.318,0.289,0.22,0.184,0.363,0.244
16.621,16.904,16.276,0.0256,17.887999999999995,6.232,3.3,-67.689,0.341,9.241,1.042,17.887999999999995,-0.468,0.454,0.405,0.207,0.194,0.332,0.35,0.127
16.288,18.363,15.994000000000002,0.0241,13.297,13.978,5.149,1.218,0.16399999999999998,9.87,2.35,13.297,1.244,0.7070000000000001,0.312,0.56,0.428,0.5820000000000001,0.28300000000000003,0.376
9.159,9.257,9.054,0.0529,11.77,7.465,1.398,1.111,0.6509999999999999,8.254,0.499,11.727,-0.6409999999999999,0.98,0.616,0.183,0.13,0.244,0.37,0.127
8.208,8.668,8.138,0.0176,8.208,5.646,1.327,0.871,0.657,5.647,0.365,8.208,5.319,0.848,0.009000000000000001,0.355,0.18,0.139,0.0,0.198
20.341,24.651,20.341,0.0372,22.323,5.599,2.029,4.044,0.5660000000000001,5.912000000000001,1.412,21.029,-3.15,0.4370000000000001,0.8290000000000001,0.292,0.086,0.233,0.08,0.171
22.017,45.265,21.682,0.0254,22.017,17.724,5.318,1.208,0.203,13.424,4.197,22.017,0.936,0.369,0.0,0.377,0.29600000000000004,0.194,0.014,0.446
14.163,15.477,14.009,0.0305,14.614,10.695,3.407,2.115,0.293,9.818,2.863,14.614,2.506,2.249,0.434,0.489,0.256,0.434,0.131,0.281
-104.19,11.364,-112.88,0.0221,-17.365,10.611,1.715,-1.362,0.606,10.696,0.716,-18.813,-0.232,0.98,2.687,0.129,-0.073,0.14800000000000002,0.371,0.033
17.503,13.172,17.407,0.0298,18.312,10.224,2.6860000000000004,1.2990000000000002,0.414,8.44,0.785,18.103,1.216,0.98,0.535,0.54,0.14800000000000002,0.173,0.695,0.181
12.757,14.21,12.592,0.037000000000000005,12.248,9.223,2.946,1.75,0.304,9.296,2.573,12.248,2.5780000000000003,1.135,0.407,0.509,0.27,0.369,0.14400000000000002,0.276
14.942,16.202,14.194,0.0344,14.435,10.624,2.063,1.519,0.526,11.505,1.874,11.667,0.906,1.362,0.465,0.307,0.145,0.476,0.343,0.15
19.711,25.652,19.482,0.0279,19.673,14.477,6.988,1.969,0.163,10.207,3.889,19.673,1.463,2.137,0.473,0.366,0.341,0.08900000000000001,0.027000000000000003,0.307
15.312,17.018,15.193,0.0241,15.403,10.195,3.635,1.658,0.275,10.07,0.544,15.373,2.762,1.597,0.327,0.589,0.231,0.23,0.73,0.219
13.298,13.458,13.248,0.0167,12.554,6.533,3.209,1.61,0.292,13.83,1.989,12.554,-6.152,1.341,0.21,0.064,0.27,0.112,0.152,0.112
13.915,17.352999999999998,13.862,0.0422,12.918,11.657,1.997,2.2230000000000003,0.49,8.904,2.524,12.918,3.499,0.968,0.59,0.325,0.155,0.192,0.247,0.133
15.548,20.372,15.442,0.0117,17.586,10.613,3.98,1.457,0.297,13.405,2.2230000000000003,17.586,2.036,0.392,0.205,0.061,0.238,0.24,0.152,0.103
10.123,10.653,10.03,0.0009,10.890999999999998,6.449,1.675,1.21,0.7929999999999999,5.401,0.447,10.890999999999998,1.53,2.032,0.01,0.353,0.172,0.073,0.0,0.196
10.556,11.186,10.556,0.0259,9.307,7.484,1.966,1.45,0.49,6.472,0.945,9.307,-1.224,0.297,0.22,0.242,0.228,0.401,0.209,0.282
9.972,23.551,9.828,0.0276,6.565,17.97,4.242,0.711,0.242,13.672,4.082,6.565,0.619,0.228,0.34,0.413,0.41,0.523,0.119,0.233
21.329,20.586,21.329,0.0547,-137.0,2.992,1.6869999999999998,-22.24,0.648,4.512,0.937,-137.0,-21.92,0.98,1.454,0.28800000000000003,-0.012,0.12,0.062,0.158
4.216,16.719,4.1610000000000005,0.0169,5.313,10.238,2.747,0.438,0.292,9.936,1.38,5.313,-1.557,0.98,0.329,0.653,0.173,0.348,0.244,0.259
11.747,13.009,11.564,0.0194,10.791,4.01,3.737,1.011,0.227,22.388,1.324,11.114,-3.658,0.546,0.182,0.043,0.379,0.282,0.152,0.069
17.607,24.66,17.433,0.0189,18.337,10.603,2.734,2.17,0.377,9.196,2.144,17.964000000000006,1.781,0.485,0.344,0.267,0.157,0.107,0.032,0.177
18.23,25.187,17.815,0.0169,18.608,15.519,3.438,1.569,0.28800000000000003,9.846,1.409,19.119,1.075,0.98,0.255,0.289,0.209,0.235,0.344,0.239
11.595,13.605,11.382,0.0117,11.595,6.2010000000000005,2.005,1.101,0.474,6.819,0.5579999999999999,11.595,2.194,0.443,0.132,0.371,0.188,0.14300000000000002,0.0,0.219
14.136,17.288,13.938,0.0178,14.172,10.824000000000002,9.025,1.27,0.115,8.384,2.013,14.172,0.966,0.895,0.21600000000000005,0.479,0.68,0.234,0.055,0.393
9.999,19.115,9.722,0.0211,10.081,13.525,3.5980000000000003,0.72,0.318,7.082000000000002,0.96,10.081,0.434,0.147,0.189,0.256,0.447,0.306,0.394,0.218
1.534,20.944000000000006,1.52,0.0271,1.534,7.64,2.778,0.073,0.365,9.105,2.496,1.534,-0.154,0.026,0.188,0.394,0.309,0.194,0.019,0.455
22.494,16.424,22.494,0.0286,45.512,11.2,2.767,4.726,0.422,7.641,3.214,45.512,-1.551,0.98,1.26,0.45,0.063,0.093,0.16699999999999998,0.174
18.909,24.109,18.261,0.0165,18.943,13.140999999999998,5.435,0.8809999999999999,0.17600000000000002,8.732999999999999,1.4509999999999998,18.943,0.287,0.529,0.299,0.257,0.379,0.301,0.299,0.189
18.94,19.841,18.478,0.0296,20.042,16.111,4.476,2.537,0.211,15.723,3.529,20.042,4.476,0.98,0.545,0.35100000000000003,0.228,0.564,0.112,0.16899999999999998
10.873,14.095999999999998,10.745,0.0234,10.873,8.612,4.202,1.149,0.255,7.5379999999999985,3.346,10.873,0.476,0.765,0.228,0.61,0.459,0.052000000000000005,0.016,0.49
13.779000000000002,19.247,13.413,0.0195,14.166,11.031,2.887,1.221,0.368,9.26,1.086,14.166,0.903,0.825,0.259,0.304,0.22,0.205,0.373,0.251
12.880999999999998,17.842,12.712,0.032400000000000005,17.844,7.2810000000000015,2.483,1.5519999999999998,0.353,6.8260000000000005,2.829,17.844,0.124,1.577,0.517,0.531,0.155,0.068,0.136,0.274
7.562,8.017000000000001,7.459,0.0311,7.562,5.767,0.918,0.84,0.928,6.457000000000002,0.898,7.562,-0.325,0.309,0.229,0.07200000000000001,0.122,0.073,0.152,0.142
25.775,24.994,25.022,0.0158,26.831,14.201,6.487,1.342,0.183,11.587,1.67,26.831,0.565,0.6659999999999999,0.409,0.21600000000000005,0.272,0.281,0.301,0.135
16.616,15.845,15.831,0.0353,19.169,13.015999999999998,2.307,2.396,0.411,11.333,2.085,18.718,18.945,0.98,0.6409999999999999,0.326,0.128,0.34700000000000003,0.336,0.158
11.981,11.686,11.981,0.029300000000000007,11.981,8.195,1.805,4.131,0.517,7.7970000000000015,1.027,11.981,2.759,4.933,0.329,0.201,0.161,0.561,0.28300000000000003,0.203
12.904000000000002,15.127,12.711,0.0259,13.522,9.502,3.215,1.845,0.355,7.135,1.014,13.522,-0.7979999999999999,1.383,0.318,0.289,0.22,0.184,0.363,0.244
14.728,21.777,14.638,0.0369,22.093000000000004,10.805,1.819,8.767000000000001,0.57,7.0470000000000015,2.943,17.805999999999994,-5.67,0.98,0.7709999999999999,0.301,0.078,0.145,0.13,0.156
18.79,22.922,18.79,0.0298,19.173,12.854,3.028,1.804,0.35100000000000003,15.462,2.527,18.697,1.659,2.4130000000000003,0.526,0.136,0.161,0.398,0.152,0.08199999999999999
15.642,17.555,15.385,0.0227,16.916,11.738,3.464,1.633,0.331,8.519,1.297,16.916,1.162,3.157,0.34600000000000003,0.279,0.21600000000000005,0.162,0.333,0.248
6.608,128.061,6.608,0.0059,9.115,31.427,1.237,0.472,0.562,11.97,4.853,9.115,0.326,0.98,0.225,0.113,0.058,0.502,0.0,0.161
14.01,15.626,13.924,0.0233,14.068,8.377,3.089,1.529,0.293,9.547,0.4920000000000001,14.068,1.469,1.143,0.319,0.5920000000000001,0.235,0.18600000000000005,0.733,0.221
12.691,8.671,12.578,0.0259,12.691,10.683,1.072,1.188,1.024,7.348,1.06,12.691,0.121,0.7929999999999999,0.302,0.064,0.09,0.08199999999999999,0.152,0.101
10.707,17.558,10.604,0.038,12.352,10.557,2.3,1.151,0.419,8.02,0.851,12.352,-1.5,0.5710000000000001,0.413,0.199,0.196,0.13,0.343,0.16
15.970999999999998,14.661,15.895,0.03,15.970999999999998,11.445,2.883,1.182,0.311,8.511000000000001,0.782,15.970999999999998,1.013,3.527,0.459,0.5579999999999999,0.17600000000000002,0.103,0.7290000000000001,0.206
13.682,16.531,13.585,0.0292,14.137,11.282,3.635,2.291,0.282,8.972999999999997,3.811,14.137,6.244,1.3130000000000002,0.355,0.446,0.287,0.158,0.021,0.311
13.865,15.13,13.794,0.0226,13.653,7.38,3.011,1.3030000000000002,0.34600000000000003,7.417000000000002,0.467,13.723,1.4280000000000002,1.4369999999999998,0.293,0.65,0.217,0.197,0.6940000000000001,0.222
16.87,17.202,16.394000000000002,0.0258,17.373,8.343,2.725,1.97,0.415,6.557,3.207,17.373,1.132,0.98,0.436,0.451,0.17,0.013,0.133,0.199
36.532,11.654000000000002,34.968,0.0086,36.532,43.405,1.747,2.946,0.932,16.287,1.534,36.532,0.14800000000000002,0.98,0.315,0.039,0.054000000000000006,0.627,0.152,0.052000000000000005
10.444,24.963,10.444,0.0257,10.818,19.576,6.037000000000001,1.277,0.179,14.22,4.77,10.818,1.474,1.33,0.53,0.547,0.309,0.773,0.156,0.298
17.144000000000002,18.077,17.021,0.0341,17.144000000000002,13.227,5.334,2.076,0.184,11.005,3.3510000000000004,17.144000000000002,3.281,2.531,0.5579999999999999,0.339,0.324,0.0,0.024,0.28800000000000003
16.448,20.491,16.109,0.0307,23.332,16.21,3.422,3.634,0.308,10.093,3.516,23.332,3.838,0.98,0.647,0.422,0.16,0.311,0.171,0.219
16.176,19.833,15.968,0.0121,15.866,11.047,2.095,1.356,0.446,10.02,2.082,15.866,1.3530000000000002,0.747,0.192,0.145,0.138,0.248,0.161,0.16699999999999998
19.846,33.94,18.905,0.0006,19.929,10.72,3.677,1.156,0.234,13.546,1.219,19.929,1.098,0.98,0.006,0.382,0.259,0.23,0.0,0.307
13.634,14.854,13.571,0.0248,13.326,8.701,2.988,1.501,0.3720000000000001,7.276,0.47,12.505,1.291,1.351,0.301,0.626,0.235,0.157,0.693,0.218
11.323,10.026,10.967,0.0127,10.897,-7.959,1.123,1.279,0.879,30.035,1.996,10.897,0.86,0.264,0.21,0.022,0.121,0.6509999999999999,0.152,0.031
61.367,37.377,61.367,0.0425,121.2,4.195,2.379,13.103,0.415,5.7620000000000005,1.185,121.2,5.832999999999998,0.98,4.742,0.315,0.018000000000000002,0.131,0.039,0.172
17.769000000000005,20.936,17.769000000000005,0.0317,17.769000000000005,11.865,2.875,1.676,0.331,15.462,2.261,17.68,1.537,2.03,0.517,0.136,0.16399999999999998,0.398,0.152,0.08199999999999999
11.763,11.657,11.681,0.045700000000000005,15.271,9.59,3.855,3.568,0.245,9.777,3.294,15.271,-2.76,0.98,0.698,0.431,0.266,0.294,0.08800000000000001,0.258
17.576,19.218,17.45,0.0333,17.576,13.651,5.807,2.205,0.174,10.835,3.465,17.576,4.71,2.507,0.552,0.35700000000000004,0.339,0.0,0.024,0.302
8.422,11.67,8.397,0.0532,13.595,7.6320000000000014,3.084,2.975,0.293,12.629,2.509,13.595,4.834,16.958,0.73,0.42,0.229,0.29,0.121,0.248
15.115,15.906,14.390999999999998,0.0325,15.115,10.587,2.178,1.591,0.487,9.756,1.999,12.702,-1.263,1.364,0.4370000000000001,0.32,0.14800000000000002,0.441,0.314,0.156
15.088,16.385,14.892,0.0248,16.663,12.022,3.207,1.634,0.309,8.995,1.218,16.663,1.3730000000000002,3.588,0.354,0.279,0.213,0.153,0.324,0.25
34.443000000000005,83.029,33.505,0.0254,34.443000000000005,21.749,7.852,1.569,0.113,28.448,4.956,34.443000000000005,1.147,0.226,0.0,0.333,0.274,0.194,0.016,0.36
19.714,18.827,19.517,0.0336,24.829,15.373,4.99,5.141,0.194,17.910999999999994,3.706,24.829,-12.663,0.98,0.965,0.322,0.181,0.495,0.098,0.145
19.144,24.561,19.144,0.0272,19.981,11.437,3.252,1.7480000000000002,0.331,15.462,2.676,19.981,1.893,1.958,0.515,0.136,0.168,0.397,0.152,0.08199999999999999
18.166,23.945,17.904,0.0435,19.914,4.351,1.595,5.2,0.629,5.87,1.3019999999999998,15.847,-34.134,1.57,0.862,0.285,0.085,0.225,0.087,0.16699999999999998
18.189,18.853,18.041,0.0252,19.296,9.388,3.055,1.671,0.337,10.104,3.1860000000000004,19.296,2.277,56.898,0.399,0.48,0.16699999999999998,0.08199999999999999,0.16399999999999998,0.224
15.648,12.731,15.52,0.0356,15.52,6.295,1.683,1.225,0.565,16.379,1.4240000000000002,15.777,1.181,0.98,0.584,0.111,0.114,0.325,0.152,0.049
26.356,11.032,25.783,0.0253,42.357,12.831,1.5419999999999998,6.051,0.52,10.811,0.556,36.492,0.243,0.98,2.137,0.142,0.064,0.134,0.35200000000000004,0.059
9.757,16.792,9.655,0.0361,11.357,8.868,1.527,1.893,0.8079999999999999,8.807,0.5489999999999999,11.357,0.32,0.98,0.524,0.17,0.159,0.114,0.355,0.11
13.701,15.173,13.544,0.0332,12.978,10.788,3.41,1.69,0.305,9.411,2.652,12.978,16.849,1.567,0.407,0.536,0.277,0.396,0.151,0.277
14.699000000000002,23.672,14.223,0.0161,15.434,10.55,5.502000000000002,0.5820000000000001,0.229,7.827000000000001,1.23,15.434,0.541,0.239,0.239,0.237,0.404,0.279,0.381,0.22
8.665,22.459,8.531,0.0319,9.064,14.717,4.825,1.0659999999999998,0.208,13.336,4.056,9.064,0.73,0.759,0.545,0.456,0.292,0.5770000000000001,0.14,0.255
21.739,21.563,21.64,0.0361,28.339,14.472,2.9330000000000003,10.38,0.349,10.1,3.102,28.339,-3.184,2.3480000000000003,1.035,0.333,0.092,0.187,0.187,0.119
2.218,20.939,2.206,0.0202,2.218,10.318,3.985,0.14400000000000002,0.302,7.872999999999998,3.162,2.218,0.2,0.068,0.292,0.354,0.26,0.0,0.025,0.35700000000000004
13.733,15.195,13.524,0.0288,13.712,11.152,2.609,1.72,0.307,11.912,1.376,12.768,-1.533,3.199,0.361,0.203,0.184,0.133,0.341,0.161
20.754,27.237,20.608,0.0136,21.201,16.577,7.904,1.771,0.131,13.214,5.5779999999999985,21.201,1.224,0.68,0.272,0.623,0.358,0.194,0.041,0.499
