,vwretd,ptb,vwretx,DATE,CAPEI,ewretd,ewretx,PEG_1yrforward,accrual,pretret_earnat,ps,roe,pcf,pe_op_dil,BID,NEXT_DAY_PREDICTION
717,0.010854,4.677,0.009151,1164931200000000000,23.736,0.0148,0.012585,2.609,0.036000000000000004,0.304,3.672,0.278,14.559,18.441,65.91,1.0
718,0.019401,4.732,0.018466,1167609600000000000,24.016,0.022283,0.021357,2.64,0.036000000000000004,0.304,3.716,0.278,14.731,18.659,66.8,0.0
719,-0.013994,4.482,-0.015985,1170288000000000000,20.806,0.002111,0.000857,4.229,0.05,0.34700000000000003,3.424,0.281,12.782,17.054000000000002,62.91,0.0
720,0.012946,4.293,0.011471,1172707200000000000,19.929,0.0065450000000000005,0.004804999999999999,4.05,0.05,0.34700000000000003,3.28,0.281,12.244000000000002,16.331,60.24,1.0
721,0.039821,4.575,0.038455,1175385600000000000,21.239,0.027044,0.025768,2.232,0.05,0.34700000000000003,3.495,0.281,13.048,17.404,64.22,0.0
722,0.038932,4.332,0.036643,1177977600000000000,21.429,0.023123,0.021362,2.421,0.065,0.337,3.318,0.252,12.543,16.605999999999998,63.21,0.0
723,-0.014754,4.2189999999999985,-0.016117,1180656000000000000,20.87,-0.007906,-0.009856,2.357,0.065,0.337,3.2310000000000003,0.252,12.216,16.173,61.58,0.0
724,-0.031758,4.143,-0.032762,1183248000000000000,20.491,-0.043537,-0.044642,2.16,0.065,0.337,3.172,0.252,11.994000000000002,15.879,60.5,1.0
725,0.011631,4.021,0.009678,1185926400000000000,20.381,-0.011712,-0.013287,2.145,0.067,0.364,3.137,0.257,11.804,15.723,61.65,1.0
726,0.040849,4.275,0.039332,1188604800000000000,21.671,0.025364,0.023661,2.281,0.067,0.364,3.3360000000000003,0.257,12.550999999999998,16.718,65.64,0.0
727,0.025834,4.2410000000000005,0.024693,1191196800000000000,21.496,0.017406,0.016144,1.885,0.067,0.364,3.309,0.257,12.45,16.583,65.21,1.0
728,-0.049327,4.312,-0.051275,1193875200000000000,21.592,-0.07661699999999999,-0.07811799999999999,1.993,0.068,0.383,3.299,0.246,12.747,16.809,67.77,0.0
729,-0.0044280000000000005,4.246,-0.006515000000000001,1196467200000000000,21.261,-0.010989,-0.014282,1.909,0.068,0.383,3.248,0.246,12.550999999999998,16.551,66.61,0.0
730,-0.062147,4.019,-0.063252,1199145600000000000,20.126,-0.045066,-0.04616,1.807,0.068,0.383,3.075,0.246,11.880999999999998,15.667,63.12,0.0
731,-0.021664,3.917,-0.023605,1201824000000000000,18.379,-0.021401,-0.022916,2.53,0.062,0.378,2.8760000000000003,0.248,11.509,15.112,62.0,1.0
732,-0.010419,4.096,-0.012158,1204329600000000000,19.223,-0.025309,-0.027567,2.649,0.062,0.378,3.008,0.248,12.038,15.822,64.77,1.0
733,0.051106,4.237,0.049781,1207008000000000000,19.881,0.031907,0.03049,2.557,0.062,0.378,3.111,0.248,12.45,16.363,67.05,0.0
734,0.023841,3.995,0.021528,1209600000000000000,19.977,0.031787,0.029774,2.302,0.039,0.384,3.024,0.263,12.84,15.778,66.7,0.0
735,-0.078433,3.852,-0.080247,1212278400000000000,19.258,-0.086625,-0.088745,2.22,0.039,0.384,2.9160000000000004,0.263,12.379,15.21,64.27,1.0
736,-0.013328,4.099,-0.014677,1214870400000000000,20.495,-0.001295,-0.002657,2.025,0.039,0.384,3.103,0.263,13.173,16.187,68.48,1.0
737,0.010563,4.11,0.008574,1217548800000000000,20.315,0.013022999999999998,0.011122,1.966,0.034,0.37,3.099,0.261,13.487,16.154,70.47,0.0
738,-0.098007,4.043,-0.099796,1220227200000000000,19.984,-0.120091,-0.122188,1.934,0.034,0.37,3.048,0.261,13.267,15.89,69.09,0.0
739,-0.184621,3.579,-0.186108,1222819200000000000,17.692999999999994,-0.205222,-0.206835,1.622,0.034,0.37,2.699,0.261,11.746,14.069,61.44,0.0
740,-0.084615,3.45,-0.087354,1225497600000000000,16.283,-0.13032,-0.132591,1.4469999999999998,0.032,0.35200000000000004,2.519,0.273,10.627,13.047,58.5,1.0
741,0.022148,3.523,0.019081,1228089600000000000,16.631,0.042176,0.037024,1.4780000000000002,0.032,0.35200000000000004,2.573,0.273,10.853,13.325,59.74,0.0
742,-0.077323,3.397,-0.078717,1230768000000000000,16.035999999999998,-0.024042,-0.025384,1.425,0.032,0.35200000000000004,2.481,0.273,10.465,12.849,57.62,0.0
743,-0.100214,3.147,-0.103401,1233446400000000000,12.925,-0.107667,-0.109769,-12.445,0.024,0.348,2.169,0.292,9.237,11.338,49.98,1.0
744,0.08669,3.313,0.083432,1235865600000000000,13.606,0.107474,0.104391,-8.728,0.024,0.348,2.2840000000000003,0.292,9.723,11.927,52.51,0.0
745,0.109359,3.298,0.107522,1238544000000000000,13.544,0.192762,0.190929,-10.425999999999998,0.024,0.348,2.273,0.292,9.679,11.873,52.32,1.0
746,0.067788,3.357,0.065138,1241136000000000000,14.433,0.10233,0.10021,-13.73,0.02,0.324,2.4290000000000003,0.276,10.437,12.536,55.25,1.0
747,-0.003098,3.457,-0.00504,1243814400000000000,14.862,0.023921,0.021352,-11.31,0.02,0.324,2.501,0.276,10.748,12.909,56.74,1.0
748,0.081719,3.706,0.08029800000000001,1246406400000000000,15.932,0.085217,0.083763,-20.208,0.02,0.324,2.681,0.276,11.521,13.839,60.83,0.0
749,0.031459,3.49,0.0293,1249084800000000000,15.53,0.056864,0.055310000000000005,-20.147,0.027000000000000003,0.324,2.714,0.277,11.042,14.023,60.47,1.0
750,0.045222000000000005,3.516,0.043582,1251763200000000000,15.646,0.071255,0.069383,-20.297,0.027000000000000003,0.324,2.734,0.277,11.124,14.128,60.81,0.0
751,-0.027993,3.41,-0.02925,1254355200000000000,15.173,-0.050612,-0.051739,16.849,0.027000000000000003,0.324,2.652,0.277,10.788,13.701,58.97,1.0
752,0.057098,3.341,0.054642,1257033600000000000,15.897,0.028476,0.026485,10.963,0.029,0.328,2.864,0.278,11.343,14.58,62.86,1.0
753,0.028419,3.425,0.026392,1259625600000000000,16.294,0.055001,0.051972,11.550999999999998,0.029,0.328,2.9360000000000004,0.278,11.627,14.944,64.34,0.0
754,-0.037096,3.342,-0.038109,1262304000000000000,15.902,-0.011388,-0.012292,9.433,0.029,0.328,2.865,0.278,11.347,14.585,62.82,1.0
755,0.034774,3.342,0.032688,1264982400000000000,15.18,0.033602999999999994,0.032232,2.286,0.048,0.326,2.8080000000000003,0.256,10.49,13.877,63.02,1.0
