,pretret_earnat,divyield,roe,pcf,pe_op_dil,CAPEI,PEG_1yrforward,ptb,BID,accrual,ps,pe_op_basic,cash_lt,PEG_1yrforward,ASKHI,ptb,PEG_ltgforward,NEXT_DAY_PREDICTION
725,0.364,0.0269,0.257,11.804,15.723,20.381,2.145,4.021,61.65,0.067,3.137,15.564,0.259,2.145,62.49,4.021,2.255,1.0
726,0.364,0.0253,0.257,12.550999999999998,16.718,21.671,2.281,4.275,65.64,0.067,3.3360000000000003,16.549,0.259,2.281,65.7,4.275,2.388,0.0
727,0.364,0.0255,0.257,12.45,16.583,21.496,1.885,4.2410000000000005,65.21,0.067,3.309,16.416,0.259,1.885,66.25,4.2410000000000005,1.912,1.0
728,0.383,0.0245,0.246,12.747,16.809,21.592,1.993,4.312,67.77,0.068,3.299,16.685,0.181,1.993,68.4,4.312,1.961,0.0
729,0.383,0.0249,0.246,12.550999999999998,16.551,21.261,1.909,4.246,66.61,0.068,3.248,16.429000000000002,0.181,1.909,68.3,4.246,1.925,0.0
730,0.383,0.0263,0.246,11.880999999999998,15.667,20.126,1.807,4.019,63.12,0.068,3.075,15.552,0.181,1.807,68.31,4.019,1.976,0.0
731,0.378,0.0268,0.248,11.509,15.112,18.379,2.53,3.917,62.0,0.062,2.8760000000000003,14.966,0.248,2.53,63.85,3.917,2.276,1.0
732,0.378,0.0256,0.248,12.038,15.822,19.223,2.649,4.096,64.77,0.062,3.008,15.669,0.248,2.649,65.38,4.096,2.472,1.0
733,0.378,0.024700000000000003,0.248,12.45,16.363,19.881,2.557,4.237,67.05,0.062,3.111,16.205,0.248,2.557,67.37,4.237,2.282,0.0
734,0.384,0.0276,0.263,12.84,15.778,19.977,2.302,3.995,66.7,0.039,3.024,15.63,0.24,2.302,68.26,3.995,2.055,0.0
735,0.384,0.0286,0.263,12.379,15.21,19.258,2.22,3.852,64.27,0.039,2.9160000000000004,15.068,0.24,2.22,66.96,3.852,1.981,1.0
736,0.384,0.0269,0.263,13.173,16.187,20.495,2.025,4.099,68.48,0.039,3.103,16.035,0.24,2.025,69.03,4.099,2.164,1.0
737,0.37,0.0261,0.261,13.487,16.154,20.315,1.966,4.11,70.47,0.034,3.099,15.970999999999998,0.27,1.966,71.7,4.11,2.178,0.0
738,0.37,0.0266,0.261,13.267,15.89,19.984,1.934,4.043,69.09,0.034,3.048,15.71,0.27,1.934,72.22,4.043,2.126,0.0
739,0.37,0.03,0.261,11.746,14.069,17.692999999999994,1.622,3.579,61.44,0.034,2.699,13.909,0.27,1.622,67.79,3.579,1.88,0.0
740,0.35200000000000004,0.031400000000000004,0.273,10.627,13.047,16.283,1.4469999999999998,3.45,58.5,0.032,2.519,12.903,0.299,1.4469999999999998,62.9,3.45,1.7009999999999998,1.0
741,0.35200000000000004,0.0308,0.273,10.853,13.325,16.631,1.4780000000000002,3.523,59.74,0.032,2.573,13.178,0.299,1.4780000000000002,59.83,3.523,1.643,0.0
742,0.35200000000000004,0.0319,0.273,10.465,12.849,16.035999999999998,1.425,3.397,57.62,0.032,2.481,12.707,0.299,1.425,60.65,3.397,1.346,0.0
743,0.348,0.0368,0.292,9.237,11.338,12.925,-12.445,3.147,49.98,0.024,2.169,11.211,0.302,-12.445,58.58,3.147,1.306,1.0
744,0.348,0.035,0.292,9.723,11.927,13.606,-8.728,3.313,52.51,0.024,2.2840000000000003,11.794,0.302,-8.728,53.23,3.313,1.395,0.0
745,0.348,0.0351,0.292,9.679,11.873,13.544,-10.425999999999998,3.298,52.32,0.024,2.273,11.74,0.302,-10.425999999999998,53.05,3.298,1.443,1.0
746,0.324,0.0355,0.276,10.437,12.536,14.433,-13.73,3.357,55.25,0.02,2.4290000000000003,12.368,0.324,-13.73,56.05,3.357,1.52,1.0
747,0.324,0.0345,0.276,10.748,12.909,14.862,-11.31,3.457,56.74,0.02,2.501,12.735,0.324,-11.31,56.96,3.457,1.587,1.0
748,0.324,0.0322,0.276,11.521,13.839,15.932,-20.208,3.706,60.83,0.02,2.681,13.652,0.324,-20.208,61.79,3.706,1.659,0.0
749,0.324,0.032400000000000005,0.277,11.042,14.023,15.53,-20.147,3.49,60.47,0.027000000000000003,2.714,13.862,0.335,-20.147,61.28,3.49,1.634,1.0
750,0.324,0.0322,0.277,11.124,14.128,15.646,-20.297,3.516,60.81,0.027000000000000003,2.734,13.966,0.335,-20.297,61.27,3.516,1.646,0.0
751,0.324,0.0332,0.277,10.788,13.701,15.173,16.849,3.41,58.97,0.027000000000000003,2.652,13.544,0.335,16.849,62.53,3.41,1.69,1.0
752,0.328,0.0312,0.278,11.343,14.58,15.897,10.963,3.341,62.86,0.029,2.864,14.446,0.334,10.963,63.3,3.341,1.859,1.0
753,0.328,0.0304,0.278,11.627,14.944,16.294,11.550999999999998,3.425,64.34,0.029,2.9360000000000004,14.807,0.334,11.550999999999998,64.96,3.425,1.893,0.0
754,0.328,0.0312,0.278,11.347,14.585,15.902,9.433,3.342,62.82,0.029,2.865,14.451,0.334,9.433,65.35,3.342,1.82,1.0
755,0.326,0.0311,0.256,10.49,13.877,15.18,2.286,3.342,63.02,0.048,2.8080000000000003,13.725,0.441,2.286,64.53,3.342,2.0540000000000003,1.0
756,0.326,0.0301,0.256,10.845,14.361,15.694,2.45,3.455,65.21,0.048,2.903,14.205,0.441,2.45,65.36,3.455,2.157,0.0
757,0.326,0.0305,0.256,10.695,14.163,15.477,2.506,3.407,64.31,0.048,2.863,14.009,0.441,2.506,66.03,3.407,2.115,0.0
758,0.332,0.037000000000000005,0.27,9.223,12.757,14.21,2.5780000000000003,2.946,58.26,0.046,2.573,12.592,0.398,2.5780000000000003,65.33,2.946,1.75,1.0
759,0.332,0.0366,0.27,9.343,12.923,14.395,2.872,2.984,59.04,0.046,2.6060000000000003,12.755999999999998,0.398,2.872,59.77,2.984,1.841,0.0
760,0.332,0.0372,0.27,9.19,12.711,14.158,3.139,2.935,58.07,0.046,2.563,12.546,0.398,3.139,61.38,2.935,1.846,0.0
761,0.324,0.0379,0.262,8.77,12.158,13.606,7.792000000000002,2.881,57.04,0.048,2.509,11.979,0.428,7.792000000000002,60.05,2.881,1.832,1.0
762,0.324,0.0349,0.262,9.53,13.211,14.785,7.409,3.13,61.94,0.048,2.727,13.017,0.428,7.409,62.43,3.13,1.997,1.0
763,0.324,0.0339,0.262,9.804,13.591,15.21,8.711,3.22,63.67,0.048,2.805,13.390999999999998,0.428,8.711,63.99,3.22,2.21,0.0
764,0.315,0.0351,0.255,9.471,12.958,14.369000000000002,4.876,2.864,61.53,0.045,2.705,12.796,0.475,4.876,64.76,2.864,2.157,1.0
765,0.315,0.0349,0.255,9.517,13.021,14.439,4.9,2.878,61.87,0.045,2.718,12.859000000000002,0.475,4.9,62.77,2.878,2.272,0.0
766,0.315,0.0361,0.255,9.197,12.583,13.953,4.735,2.781,59.77,0.045,2.627,12.425999999999998,0.475,4.735,63.35,2.781,2.248,1.0
767,0.285,0.0352,0.242,10.255999999999998,12.908,13.963,7.648,2.8960000000000004,61.44,0.031,2.729,12.72,0.597,7.648,61.44,2.8960000000000004,2.613,0.0
768,0.285,0.0365,0.242,9.909,12.447,13.49,7.375,2.798,59.27,0.031,2.636,12.267,0.597,7.375,61.06,2.798,2.54,1.0
769,0.285,0.0329,0.242,10.991,13.807,14.963,9.349,3.104,65.71,0.031,2.924,13.607,0.597,9.349,65.72,3.104,2.696,1.0
770,0.29100000000000004,0.0339,0.217,12.288,13.961,15.351,3.823,2.987,67.31,0.028,2.969,13.789,0.546,3.823,67.29,2.987,2.543,0.0
771,0.29100000000000004,0.034300000000000004,0.217,12.147,13.800999999999998,15.175,3.779,2.9530000000000003,66.46,0.028,2.935,13.630999999999998,0.546,3.779,67.1,2.9530000000000003,2.514,0.0
772,0.29100000000000004,0.0352,0.217,11.831,13.442,14.781,3.681,2.8760000000000003,64.69,0.028,2.859,13.277,0.546,3.681,67.92,2.8760000000000003,2.903,1.0
773,0.279,0.0347,0.199,11.955,13.456,14.954,3.568,2.817,65.74,0.034,2.844,13.32,0.573,3.568,65.86,2.817,2.821,0.0
774,0.279,0.0358,0.199,11.572,13.025,14.474,3.454,2.7260000000000004,63.7,0.034,2.753,12.893,0.573,3.454,65.43,2.7260000000000004,2.7310000000000003,1.0
775,0.279,0.0354,0.199,11.699000000000002,13.168,14.633,3.492,2.756,64.4,0.034,2.783,13.034,0.573,3.492,65.6,2.756,2.313,1.0
776,0.29600000000000004,0.0306,0.192,16.019000000000002,16.304000000000002,20.601,2.714,3.32,86.36,0.019,3.479,15.913,0.397,2.714,94.39,3.32,2.989,1.0
777,0.29600000000000004,0.0305,0.192,16.070999999999998,16.357,20.668000000000006,2.7230000000000003,3.3310000000000004,86.68,0.019,3.49,15.965,0.397,2.7230000000000003,90.07,3.3310000000000004,3.008,1.0
778,0.29600000000000004,0.0285,0.192,17.169,17.474,22.079,2.756,3.5580000000000003,92.66,0.019,3.729,17.055,0.397,2.756,93.14,3.5580000000000003,3.169,1.0
779,0.293,0.0279,0.185,16.04,17.465,22.569000000000006,2.829,3.638,94.61,0.031,3.788,16.995,0.418,2.829,95.63,3.638,3.279,0.0
780,0.293,0.0288,0.185,15.52,16.899,21.837,2.738,3.52,91.58,0.031,3.665,16.442999999999998,0.418,2.738,94.44,3.52,3.207,0.0
781,0.293,0.0298,0.185,14.991,16.323,21.093000000000004,2.644,3.4,88.43,0.031,3.54,15.883,0.418,2.644,95.06,3.4,3.084,1.0
782,0.28,0.0287,0.189,14.965,16.105,21.732,3.41,3.339,92.11,0.028,3.654,15.72,0.498,3.41,92.97,3.339,3.235,1.0
783,0.28,0.0269,0.189,15.954,17.173,23.169,3.636,3.56,98.23,0.028,3.896,16.762999999999998,0.498,3.636,98.23,3.56,3.45,1.0
784,0.28,0.0261,0.189,16.451,17.708,23.891,3.229,3.671,101.27,0.028,4.017,17.285,0.498,3.229,101.34,3.671,2.9330000000000003,1.0
785,0.29,0.0276,0.204,15.06,17.523,23.944000000000006,2.969,3.536,101.45,0.031,3.991,17.11,0.48,2.969,101.46,3.536,2.806,1.0
786,0.29,0.0268,0.204,15.529000000000002,18.069000000000006,24.69,3.0610000000000004,3.646,104.58,0.031,4.115,17.642,0.48,3.0610000000000004,105.76,3.646,2.844,0.0
787,0.29,0.028,0.204,14.822,17.287,23.566,2.636,3.48,100.1,0.031,3.928,16.879,0.48,2.636,106.47,3.48,2.69,1.0
788,0.292,0.027000000000000003,0.203,14.973,17.26,24.12,2.641,3.544,103.72,0.031,3.978,16.922,0.503,2.641,104.19,3.544,2.696,1.0
789,0.292,0.0263,0.203,15.386,17.735,24.785,2.714,3.642,106.61,0.031,4.088,17.387999999999998,0.503,2.714,108.64,3.642,2.77,1.0
790,0.292,0.026,0.203,15.441,17.933,24.874,2.495,3.655,107.73,0.031,4.102,17.582,0.503,2.495,107.78,3.655,3.036,1.0
791,0.295,0.0259,0.22,16.607,17.688,24.522,2.248,3.757,108.29,0.006999999999999999,4.0710000000000015,17.348,0.54,2.248,109.07,3.757,2.736,0.0
792,0.295,0.0268,0.22,16.043,17.087,23.689,2.172,3.629,104.57,0.006999999999999999,3.932,16.758,0.54,2.172,108.52,3.629,2.676,0.0
793,0.295,0.028,0.22,15.363,16.363,22.685,2.08,3.475,100.19,0.006999999999999999,3.766,16.048,0.54,2.08,106.39,3.475,2.687,1.0
794,0.28800000000000003,0.0273,0.21600000000000005,15.431,17.375,22.263,4.668,3.91,102.51,0.016,3.835,17.057000000000002,0.539,4.668,102.8,3.91,3.09,0.0
795,0.28800000000000003,0.0278,0.21600000000000005,15.144,17.051,21.849,4.789,3.837,100.59,0.016,3.763,16.739,0.539,4.789,103.22,3.837,2.9610000000000003,0.0
796,0.28800000000000003,0.0282,0.21600000000000005,14.933,16.814,21.545,6.112,3.783,99.2,0.016,3.711,16.506,0.539,6.112,102.06,3.783,3.392,1.0
797,0.28,0.03,0.201,15.941,17.147000000000002,21.882,6.291,3.886,100.14,0.011,3.774,16.859,0.55,6.291,103.96,3.886,3.492,0.0
798,0.28,0.0308,0.201,15.514,16.688,21.296,6.122999999999998,3.782,97.41,0.011,3.673,16.407,0.55,6.122999999999998,100.36,3.782,3.399,1.0
799,0.28,0.029900000000000006,0.201,15.93,17.159000000000002,21.866,5.632999999999999,3.883,100.24,0.011,3.771,16.87,0.55,5.632999999999999,101.11,3.883,3.408,0.0
800,0.266,0.0319,0.209,15.227,16.634,20.3,4.939,3.478,93.96,0.006999999999999999,3.62,16.43,0.551,4.939,100.52,3.478,3.419,0.0
801,0.266,0.0321,0.209,15.125,16.522000000000002,20.164,4.9060000000000015,3.454,93.34,0.006999999999999999,3.596,16.32,0.551,4.9060000000000015,94.84,3.454,3.3960000000000004,1.0
802,0.266,0.0297,0.209,16.355999999999998,17.881,21.806,5.057,3.736,101.04,0.006999999999999999,3.889,17.663,0.551,5.057,101.37,3.736,3.5860000000000003,1.0
803,0.25,0.0296,0.196,15.091,18.407,21.757,5.5139999999999985,3.729,101.47,0.029,3.972,18.176,0.5539999999999999,5.5139999999999985,102.77,3.729,3.565,1.0
804,0.371,0.025,0.277,13.048,17.154,23.09,2.431,4.745,73.52,0.05,2.625,16.917,0.106,2.431,73.91,4.745,1.599,1.0
805,0.371,0.0243,0.277,13.414,17.643,23.737,2.5,4.878,75.71,0.05,2.698,17.4,0.106,2.5,77.56,4.878,1.645,1.0
806,0.371,0.0215,0.277,15.126,19.914,26.768,2.5,5.501,85.5,0.05,3.043,19.639,0.106,2.5,85.52,5.501,1.857,0.0
807,0.385,0.0226,0.311,16.265,18.388,23.537,2.748,5.4620000000000015,81.46,0.011,2.67,18.062,0.11,2.748,81.64,5.4620000000000015,1.611,0.0
808,0.385,0.0236,0.311,15.56,17.590999999999998,22.517,2.629,5.225,77.87,0.011,2.5540000000000003,17.279,0.11,2.629,80.89,5.225,1.513,0.0
809,0.385,0.0248,0.311,14.795,16.772000000000002,21.41,2.506,4.968,74.32,0.011,2.4290000000000003,16.475,0.11,2.506,79.56,4.968,1.443,0.0
810,0.375,0.0259,0.354,14.162,16.499000000000002,18.809,3.46,5.4129999999999985,74.06,-0.001,2.372,16.21,0.173,3.46,76.91,5.4129999999999985,1.2819999999999998,1.0
811,0.375,0.0251,0.354,14.485,17.022000000000002,19.239,3.569,5.537000000000001,76.4,-0.001,2.426,16.724,0.173,3.569,77.97,5.537000000000001,1.3230000000000002,1.0
812,0.375,0.0232,0.354,15.528,18.434,20.624,4.32,5.936,82.76,-0.001,2.6010000000000004,18.112,0.173,4.32,82.77,5.936,1.474,1.0
813,0.374,0.0218,0.397,16.666,19.122,22.511,2.02,6.301,87.93,-0.024,2.7230000000000003,18.795,0.14300000000000002,2.02,87.96,6.301,1.33,0.0
814,0.374,0.0221,0.397,16.445,18.867,22.212,1.936,6.2170000000000005,86.81,-0.024,2.687,18.545,0.14300000000000002,1.936,88.43,6.2170000000000005,1.3130000000000002,1.0
815,0.374,0.0216,0.397,16.746,19.33,22.618,1.877,6.331,88.83,-0.024,2.736,19.0,0.14300000000000002,1.877,91.48,6.331,1.345,1.0
816,0.37,0.0211,0.409,15.866,19.075,22.1,1.486,6.341,90.95,-0.011,2.7460000000000004,18.722,0.15,1.486,90.99,6.341,1.3530000000000002,1.0
817,0.37,0.0205,0.409,16.317999999999998,19.618,22.729,1.528,6.521,93.65,-0.011,2.824,19.255,0.15,1.528,93.58,6.521,1.391,0.0
818,0.37,0.0222,0.409,15.005,18.105,20.899,1.381,5.996,86.3,-0.011,2.597,17.77,0.15,1.381,95.85,5.996,1.297,0.0
819,0.36,0.0231,0.428,14.695,17.027,19.305,1.3,5.4129999999999985,83.29,-0.017,2.47,16.719,0.177,1.3,85.45,5.4129999999999985,1.252,1.0
820,0.36,0.0228,0.428,14.882,17.243,19.551,1.317,5.482,84.34,-0.017,2.502,16.932000000000002,0.177,1.317,86.92,5.482,1.3090000000000002,0.0
821,0.36,0.0241,0.428,13.978,16.288,18.363,1.244,5.149,79.5,-0.017,2.35,15.994000000000002,0.177,1.244,82.71,5.149,1.218,0.0
822,0.353,0.0255,0.37,12.978,15.743,16.737000000000002,1.453,4.584,78.37,0.008,2.268,15.433,0.196,1.453,81.38,4.584,1.239,1.0
823,0.353,0.0253,0.37,13.050999999999998,15.894,16.832,1.466,4.61,79.0,0.008,2.281,15.581,0.196,1.466,80.95,4.61,1.251,0.0
824,0.353,0.026,0.37,12.669,15.442,16.339000000000002,1.425,4.475,76.92,0.008,2.214,15.138,0.196,1.425,82.9,4.475,1.215,1.0
825,0.343,0.0258,0.343,11.642,15.238,16.721,1.5719999999999998,4.393,77.45,0.04,2.186,14.973,0.196,1.5719999999999998,79.05,4.393,1.341,0.0
826,0.343,0.0287,0.343,10.446,13.672,15.003,1.41,3.941,69.46,0.04,1.961,13.434,0.196,1.41,77.5,3.941,1.203,1.0
827,0.343,0.0284,0.343,10.486,13.829,15.061,1.426,3.957,70.29,0.04,1.969,13.589,0.196,1.426,71.3,3.957,1.217,1.0
828,0.337,0.0279,0.327,10.36,13.638,14.961,1.374,3.993,71.64,0.043,1.956,13.433,0.19,1.374,74.38,3.993,1.21,0.0
829,0.337,0.029300000000000007,0.327,9.884,13.011,14.274,1.311,3.809,68.25,0.043,1.866,12.816,0.19,1.311,72.68,3.809,1.165,0.0
830,0.337,0.0311,0.327,9.223,12.248,13.32,1.285,3.555,64.09,0.043,1.742,12.064,0.19,1.285,67.39,3.555,1.096,1.0
831,0.337,0.029900000000000006,0.314,9.343,12.441,13.565,1.3430000000000002,3.801,66.81,0.045,1.786,12.258,0.188,1.3430000000000002,66.93,3.801,1.163,0.0
832,0.337,0.0348,0.314,8.032,10.695,11.662,3.015,3.268,57.67,0.045,1.536,10.538,0.188,3.015,62.35,3.268,0.964,0.0
833,0.337,0.0372,0.314,7.515,9.998,10.911,3.382,3.0580000000000003,53.85,0.045,1.4369999999999998,9.852,0.188,3.382,59.19,3.0580000000000003,0.902,0.0
834,0.334,0.0449,0.315,6.957999999999998,8.793,8.943999999999997,-0.485,3.1860000000000004,45.48,0.043,1.248,8.692,0.146,-0.485,54.11,3.1860000000000004,0.903,1.0
835,0.334,0.041,0.315,7.609,9.617,9.781,-0.465,3.484,49.61,0.043,1.365,9.507,0.146,-0.465,51.03,3.484,0.987,1.0
836,0.334,0.0354,0.315,8.823,11.140999999999998,11.343,-0.53,4.04,57.56,0.043,1.5830000000000002,11.013,0.146,-0.53,57.6,4.04,1.144,0.0
837,0.279,0.0357,0.254,9.36,12.44,11.345999999999998,-0.534,4.067,57.12,0.047,1.6569999999999998,12.306,0.152,-0.534,60.09,4.067,1.3330000000000002,1.0
838,0.279,0.0339,0.254,9.852,13.094,11.942,-0.5760000000000001,4.2810000000000015,60.16,0.047,1.744,12.953,0.152,-0.5760000000000001,61.0,4.2810000000000015,1.403,1.0
839,0.279,0.0289,0.254,11.639,15.364,14.109000000000002,-0.703,5.058,70.52,0.047,2.061,15.198,0.152,-0.703,70.52,5.058,1.558,1.0
840,0.329,0.0267,0.318,11.203,13.977,15.679,0.611,4.009,78.5,0.038,2.206,13.805,0.302,0.611,88.03,4.009,1.199,1.0
841,0.329,0.0242,0.318,12.367,15.429,17.308,0.675,4.426,86.74,0.038,2.435,15.239,0.302,0.675,87.41,4.426,1.319,0.0
842,0.329,0.0249,0.318,12.041,14.986,16.852,0.655,4.309,84.24,0.038,2.371,14.800999999999998,0.302,0.655,90.9,4.309,1.283,0.0
843,0.32,0.025,0.31,13.088,14.555,16.57,0.6629999999999999,3.872,83.99,0.017,2.302,14.331,0.339,0.6629999999999999,87.04,3.872,1.236,1.0
844,0.32,0.0243,0.31,13.449000000000002,14.957,17.028,0.688,3.979,86.34,0.017,2.366,14.727,0.339,0.688,87.34,3.979,1.278,1.0
845,0.32,0.0239,0.31,13.647,15.237,17.277,0.6940000000000001,4.037,87.9,0.017,2.401,15.003,0.339,0.6940000000000001,90.32,4.037,1.3019999999999998,1.0
846,0.317,0.0239,0.285,12.688,16.04,17.567999999999998,2.048,4.1389999999999985,92.26,0.038,2.462,15.793,0.317,2.048,92.96,4.1389999999999985,1.392,1.0
847,0.317,0.0235,0.285,12.863,16.261,17.809,2.076,4.1960000000000015,93.45,0.038,2.496,16.01,0.317,2.076,93.75,4.1960000000000015,1.548,1.0
848,0.317,0.0226,0.285,13.35,16.906,18.484,2.158,4.355,97.18,0.038,2.591,16.646,0.317,2.158,97.23,4.355,1.609,0.0
849,0.306,0.0233,0.28800000000000003,13.899,16.160999999999998,18.037,1.753,4.066,94.34,0.02,2.428,15.889,0.339,1.753,96.92,4.066,1.479,1.0
850,0.306,0.0232,0.28800000000000003,13.969,16.241,18.127,1.6980000000000002,4.086,94.83,0.02,2.44,15.968,0.339,1.6980000000000002,94.85,4.086,1.359,0.0
851,0.306,0.0252,0.28800000000000003,12.814,14.921,16.629,1.589,3.749,87.14,0.02,2.238,14.67,0.339,1.589,97.97,3.749,1.1840000000000002,0.0
852,0.305,0.0265,0.277,11.459,14.064,15.652,1.797,3.397,82.94,0.028,2.061,13.83,0.33,1.797,86.77,3.397,1.0759999999999998,0.0
853,0.305,0.0306,0.277,9.914,12.168,13.541,1.59,2.939,71.72,0.028,1.783,11.965,0.33,1.59,81.61,2.939,0.931,1.0
854,0.305,0.0278,0.277,10.779000000000002,13.393,14.722,1.878,3.196,78.97,0.028,1.938,13.17,0.33,1.878,82.18,3.196,1.118,1.0
855,0.299,0.0271,0.261,10.970999999999998,13.759,14.939,4.945,3.347,80.9,0.03,1.943,13.552,0.311,4.945,82.29,3.347,1.245,1.0
856,0.299,0.0269,0.261,11.064,13.876,15.067,4.6930000000000005,3.3760000000000003,81.68,0.03,1.96,13.667,0.311,4.6930000000000005,82.39,3.3760000000000003,1.226,1.0
857,0.299,0.0254,0.261,11.64,14.722,15.851,5.291,3.551,86.7,0.03,2.062,14.5,0.311,5.291,87.58,3.551,1.439,1.0
858,0.314,0.0269,0.272,11.514,14.698,15.913,2.655,3.882,87.57,0.032,2.055,14.479,0.234,2.655,88.2,3.882,1.455,1.0
859,0.314,0.0265,0.272,11.729,14.968,16.21,2.549,3.955,89.15,0.032,2.093,14.745,0.234,2.549,90.0,3.955,1.482,1.0
860,0.314,0.0264,0.272,11.734000000000002,14.993,16.217,2.482,3.957,89.35,0.032,2.094,14.77,0.234,2.482,89.36,3.957,1.376,0.0
861,0.303,0.028,0.26,10.889,13.86,15.317,1.887,3.619,84.42,0.033,1.966,13.681,0.278,1.887,89.6,3.619,1.327,1.0
862,0.303,0.0263,0.26,11.558,14.713,16.259,2.003,3.842,89.58,0.033,2.087,14.522,0.278,2.003,89.6,3.842,1.408,1.0
863,0.303,0.0259,0.26,11.725,14.98,16.494,2.188,3.897,91.19,0.033,2.117,14.786,0.278,2.188,91.71,3.897,1.491,1.0
864,0.304,0.0255,0.262,12.04,15.008,16.746,2.05,3.902,92.6,0.03,2.16,14.84,0.276,2.05,94.24,3.902,1.518,0.0
865,0.304,0.0255,0.262,12.015999999999998,14.979,16.714000000000002,2.046,3.894,92.39,0.03,2.156,14.811,0.276,2.046,93.98,3.894,1.595,0.0
866,0.304,0.0269,0.262,11.4,14.198,15.856,1.939,3.695,87.62,0.03,2.045,14.038,0.276,1.939,95.37,3.695,1.496,1.0
867,0.307,0.0259,0.27,11.874,14.414,16.465,2.405,3.567,90.96,0.027000000000000003,2.126,14.278,0.271,2.405,90.95,3.567,1.525,1.0
868,0.307,0.0254,0.27,12.122,14.715,16.809,2.456,3.641,92.85,0.027000000000000003,2.17,14.576,0.271,2.456,94.13,3.641,1.524,1.0
869,0.307,0.0235,0.27,13.035,15.935,18.076,2.659,3.916,100.54,0.027000000000000003,2.334,15.785,0.271,2.659,101.81,3.916,1.651,1.0
870,0.309,0.0244,0.266,13.539,16.327,18.433,2.0,4.045,103.96,0.026,2.4,16.149,0.28600000000000003,2.0,104.18,4.045,1.6740000000000002,1.0
871,0.309,0.0239,0.266,13.856,16.689,18.863,2.044,4.1389999999999985,106.26,0.026,2.456,16.508,0.28600000000000003,2.044,106.42,4.1389999999999985,1.711,0.0
872,0.309,0.0243,0.266,13.636,16.438,18.564,2.094,4.073,104.69,0.026,2.417,16.259,0.28600000000000003,2.094,108.25,4.073,1.706,1.0
873,0.299,0.023,0.262,13.924,17.393,19.636,2.823,4.209,110.3,0.03,2.533,17.149,0.294,2.823,112.01,4.209,1.946,0.0
874,0.299,0.0232,0.262,13.808,17.248,19.472,2.799,4.174,109.35,0.03,2.511,17.006,0.294,2.799,112.97,4.174,1.93,1.0
875,0.299,0.0216,0.262,14.683,18.522,20.707,3.006,4.439,117.43,0.03,2.6710000000000003,18.263,0.294,3.006,117.43,4.439,1.978,0.0
876,0.293,0.022400000000000003,0.256,13.487,17.803,19.84,2.9610000000000003,4.343,113.52,0.038,2.565,17.528,0.28600000000000003,2.9610000000000003,118.68,4.343,2.094,1.0
877,0.293,0.0213,0.256,14.179,18.716,20.858,3.113,4.566,119.45,0.038,2.696,18.427,0.28600000000000003,3.113,121.57,4.566,2.202,1.0
878,0.293,0.0202,0.256,14.72,19.726,21.655,3.281,4.74,125.91,0.038,2.799,19.421,0.28600000000000003,3.281,125.85,4.74,2.321,1.0
879,0.294,0.019,0.255,16.160999999999998,20.508000000000006,22.749,3.24,5.051,133.44,0.03,2.929,20.198,0.264,3.24,133.50999,5.051,2.501,1.0
880,0.294,0.0181,0.255,16.775,21.544,23.613000000000003,3.404,5.2429999999999986,140.23,0.03,3.04,21.218000000000004,0.264,3.404,140.25,5.2429999999999986,2.258,0.0
881,0.294,0.0198,0.255,15.287,19.691,21.519,3.111,4.7780000000000005,128.17,0.03,2.7710000000000004,19.393,0.264,3.111,138.45,4.7780000000000005,2.064,1.0
882,0.307,0.0254,0.26,15.349,20.049,21.604,1.821,4.949,134.75,0.034,2.892,19.726,0.214,1.821,134.73,4.949,2.017,1.0
883,0.307,0.0252,0.26,15.341,20.188,21.593000000000004,1.858,4.947,135.66,0.034,2.891,19.862,0.214,1.858,135.66,4.947,2.031,1.0
884,0.307,0.0246,0.26,15.644,20.698,22.02,1.905,5.045,139.06,0.034,2.948,20.365,0.214,1.905,139.09,5.045,2.082,1.0
885,0.308,0.024,0.264,15.768,20.659,22.756,1.902,5.345,142.53,0.035,3.002,20.277,0.22,1.902,142.82001,5.345,1.848,1.0
886,0.308,0.0239,0.264,15.844,20.759,22.866,1.885,5.371,143.23,0.035,3.017,20.376,0.22,1.885,145.32001,5.371,1.857,0.0
887,0.308,0.0243,0.264,15.434,20.419,22.274,1.83,5.232,140.91,0.035,2.938,20.041,0.22,1.83,146.17,5.232,1.712,1.0
888,0.317,0.0238,0.27,15.879,20.282,22.229,1.817,5.377000000000002,143.98,0.032,2.967,19.917,0.199,1.817,144.7,5.377000000000002,1.694,0.0
889,0.317,0.0241,0.27,15.624,19.955,21.871,1.788,5.29,141.69,0.032,2.919,19.596,0.199,1.788,146.84,5.29,1.6669999999999998,1.0
890,0.317,0.0222,0.27,16.77,21.658,23.475,1.994,5.678,153.7,0.032,3.133,21.268,0.199,1.994,153.77,5.678,1.809,1.0
891,0.327,0.0214,0.276,15.94,21.96,23.848000000000006,1.942,6.343,160.12,0.046,3.239,21.546,0.185,1.942,160.16,6.343,1.893,1.0
892,0.327,0.0208,0.276,16.239,22.54,24.295,1.993,6.4620000000000015,164.33,0.046,3.3,22.116,0.185,1.993,167.27,6.4620000000000015,1.976,0.0
893,0.327,0.0211,0.276,16.039,22.263,23.996,1.969,6.382999999999999,162.47,0.046,3.259,21.844,0.185,1.969,166.13,6.382999999999999,1.951,1.0
