,pretret_earnat,divyield,roe,pcf,pe_op_dil,CAPEI,PEG_1yrforward,ptb,BID,accrual,ps,pe_op_basic,cash_lt,PEG_1yrforward,ASKHI,ptb,PEG_ltgforward,NEXT_DAY_PREDICTION
894,0.343,0.0243,0.317,16.156,22.517,23.866,2.444,8.079,168.64999,0.052000000000000005,3.364,22.104,0.139,2.444,169.61,8.079,2.343,0.0
895,0.343,0.0249,0.317,15.816,22.023000000000003,23.364,2.426,7.909,164.94,0.052000000000000005,3.293,21.619,0.139,2.426,170.5,7.909,2.316,0.0
896,0.343,0.0262,0.317,14.972,20.88,22.117,2.406,7.487,156.45,0.052000000000000005,3.1180000000000003,20.497,0.139,2.406,167.07001,7.487,2.196,1.0
897,0.338,0.0258,0.308,15.257,21.126,22.64,3.587,7.251,159.10001,0.051,3.197,20.714,0.163,3.587,163.3,7.251,2.436,0.0
898,0.338,0.0266,0.308,14.799,20.491,21.96,3.56,7.033,154.24001,0.051,3.1010000000000004,20.091,0.163,3.56,160.16,7.033,2.363,0.0
899,0.338,0.0271,0.308,14.295,20.098,21.213,3.662,6.794,151.38,0.051,2.995,19.706,0.163,3.662,157.17,6.794,2.103,0.0
900,0.339,0.0288,0.328,14.069,18.605,19.694000000000006,4.212,6.782,142.14,0.042,2.854,18.223,0.165,4.212,151.24001,6.782,2.15,0.0
901,0.339,0.0289,0.328,14.032,18.556,19.643,4.472,6.765,141.74001,0.042,2.846,18.176,0.165,4.472,144.2,6.765,2.2030000000000003,1.0
902,0.339,0.0261,0.328,15.335,20.577,21.467,5.49,7.393,157.21001,0.042,3.11,20.155,0.165,5.49,158.08,7.393,2.4090000000000003,0.0
903,0.338,0.0262,0.353,15.388,20.309,21.174,11.671,7.911,156.64,0.041,3.141,19.921,0.14300000000000002,11.671,159.92,7.911,2.584,0.0
904,0.229,0.0426,0.254,8.232999999999999,10.25,14.43,4.984,3.773,35.64,0.093,3.159,10.162,0.34700000000000003,4.984,36.4,3.773,2.52,0.0
905,0.229,0.0482,0.254,7.284,9.069,12.768,4.9,3.338,31.72,0.093,2.795,8.991,0.34700000000000003,4.9,35.48,3.338,2.202,0.0
906,0.229,0.049100000000000005,0.254,7.143,8.894,12.521,5.4060000000000015,3.274,30.64,0.093,2.741,8.818,0.34700000000000003,5.4060000000000015,32.09,3.274,2.326,0.0
907,0.219,0.05690000000000001,0.229,7.143,7.8820000000000014,10.922,4.524,2.886,26.67,0.071,2.3480000000000003,7.859,0.329,4.524,31.13,2.886,2.2880000000000003,1.0
908,0.219,0.05,0.229,8.127,8.968,12.427,5.147,3.284,30.34,0.071,2.6710000000000003,8.941,0.329,5.147,30.4,3.284,3.168,0.0
909,0.219,0.0532,0.229,7.6320000000000014,8.422,11.67,4.834,3.084,28.55,0.071,2.509,8.397,0.329,4.834,31.0,3.084,2.975,0.0
910,0.219,0.06280000000000001,0.415,7.785,6.954,9.853,-1.516,2.6830000000000003,24.21,-0.026,2.145,6.914,0.211,-1.516,30.77,2.6830000000000003,1.557,1.0
911,0.219,0.0568,0.415,8.579,7.687,10.858,-1.4780000000000002,2.9560000000000004,26.55,-0.026,2.364,7.643,0.211,-1.4780000000000002,27.98,2.9560000000000004,1.771,0.0
912,0.219,0.06269999999999999,0.415,7.774,6.966,9.839,-1.34,2.679,24.29,-0.026,2.142,6.926,0.211,-1.34,27.0,2.679,2.265,1.0
913,0.198,0.0551,0.303,12.226,8.383,11.19,-1.616,2.972,27.59,-0.025,2.484,8.357999999999999,0.342,-1.616,27.58,2.972,3.374,1.0
914,0.198,0.0544,0.303,12.397,8.498,11.347,-1.638,3.014,27.94,-0.025,2.518,8.472999999999999,0.342,-1.638,27.96,3.014,18.286,1.0
915,0.198,0.0506,0.303,13.306,9.122,12.178,-1.6780000000000002,3.235,29.95,-0.025,2.7030000000000003,9.094,0.342,-1.6780000000000002,30.99,3.235,6.622999999999998,1.0
916,0.187,0.0469,0.292,16.582,9.857,13.28,-2.162,3.365,32.44,-0.033,2.94,9.827,0.403,-2.162,32.95,3.365,4.62,0.0
917,0.187,0.0481,0.292,16.173,9.614,12.952,-2.109,3.282,31.58,-0.033,2.8680000000000003,9.585,0.403,-2.109,32.89,3.282,2.53,0.0
918,0.187,0.049100000000000005,0.292,15.815,9.401,12.665,-2.177,3.209,30.88,-0.033,2.804,9.373,0.403,-2.177,33.73,3.209,2.367,1.0
919,0.177,0.042,0.41,51.198,10.619000000000002,21.078000000000007,-2.322,4.828,36.22,-0.122,4.7330000000000005,10.588,0.569,-2.322,36.57,4.828,1.803,1.0
920,0.177,0.0416,0.41,51.664,10.716,21.271,-2.187,4.872,36.5,-0.122,4.776,10.684,0.569,-2.187,38.0,4.872,1.892,1.0
921,0.177,0.0398,0.41,53.983,11.196,22.225,-2.285,5.091,38.16,-0.122,4.9910000000000005,11.164,0.569,-2.285,41.03,5.091,2.267,0.0
922,0.163,0.0412,0.297,33.21,9.705,17.042,1.117,1.66,36.9,-0.119,4.107,9.68,0.19,1.117,39.54,1.66,1.435,1.0
923,0.163,0.0407,0.297,34.303000000000004,9.829,17.602999999999994,1.264,1.715,37.32,-0.119,4.242,9.803,0.19,1.264,38.5,1.715,1.469,0.0
924,0.163,0.0434,0.297,32.206,9.221,16.527,1.26,1.61,35.03,-0.119,3.983,9.197,0.19,1.26,37.71,1.61,1.645,0.0
925,0.177,0.0451,0.361,25.968000000000004,9.544,17.769000000000005,1.633,1.815,33.7,-0.105,3.139,9.517,0.386,1.633,35.81,1.815,1.227,1.0
926,0.177,0.0435,0.361,26.955,9.907,18.444000000000006,1.825,1.884,34.94,-0.105,3.258,9.879,0.386,1.825,36.02,1.884,1.308,0.0
927,0.177,0.0441,0.361,26.562,9.762,18.175,1.948,1.857,34.43,-0.105,3.2110000000000003,9.734,0.386,1.948,36.49,1.857,1.342,1.0
928,0.187,0.0432,0.26,16.320999999999998,11.197,17.333,2.421,1.957,35.1,-0.051,2.777,11.197,0.297,2.421,35.77,1.957,1.493,1.0
929,0.187,0.0413,0.26,17.087,11.723,18.146,2.535,2.048,36.8,-0.051,2.908,11.723,0.297,2.535,37.34,2.048,1.485,0.0
930,0.187,0.041900000000000014,0.26,16.855,11.564,17.9,2.501,2.021,36.29,-0.051,2.8680000000000003,11.564,0.297,2.501,37.42,2.021,1.411,0.0
931,0.194,0.0441,0.155,11.149,13.309,16.597,3.346,1.91,34.45,0.017,2.414,13.258,0.2,3.346,36.65,1.91,2.149,1.0
932,0.194,0.0422,0.155,11.657,13.915,17.352999999999998,3.499,1.997,36.06,0.017,2.524,13.862,0.2,3.499,36.84,1.997,2.2230000000000003,0.0
933,0.194,0.0458,0.155,10.728,12.807,15.970999999999998,3.22,1.838,33.17,0.017,2.323,12.758,0.2,3.22,37.35,1.838,2.097,0.0
934,0.198,0.0467,0.013,9.279,18.718,17.148,15.300999999999998,1.625,32.59,0.091,2.184,18.506,0.249,15.300999999999998,34.0,1.625,21.661,1.0
935,0.198,0.046,0.013,9.404,18.971,17.379,14.933,1.6469999999999998,33.01,0.091,2.213,18.756,0.249,14.933,33.3,1.6469999999999998,25.968000000000004,1.0
936,0.198,0.0423,0.013,10.242,20.661,18.927,15.19,1.794,35.93,0.091,2.41,20.426,0.249,15.19,35.95,1.794,23.19,1.0
937,0.211,0.0414,0.028,10.149,20.763,18.745,7.7970000000000015,2.086,36.72,0.08900000000000001,2.458,20.646,0.233,7.7970000000000015,37.58,2.086,17.937,0.0
938,0.211,0.0431,0.028,9.746,19.938,18.000999999999994,7.487,2.003,35.27,0.08900000000000001,2.361,19.826,0.233,7.487,36.25,2.003,16.082,0.0
939,0.211,0.044500000000000005,0.028,9.425,19.282,17.409000000000002,7.241,1.937,34.14,0.08900000000000001,2.283,19.174,0.233,7.241,36.31,1.937,15.553,0.0
940,0.217,0.0425,0.07400000000000001,8.587,17.188,18.548,2.724,1.976,35.72,0.079,2.277,17.024,0.281,2.724,35.97,1.976,5.715,1.0
941,0.217,0.0446,0.07400000000000001,9.056,18.125,19.56,2.873,2.084,37.69,0.079,2.402,17.952,0.281,2.873,37.9,2.084,6.026,1.0
942,0.217,0.0439,0.07400000000000001,9.192,18.399,19.856,2.8310000000000004,2.115,38.26,0.079,2.438,18.224,0.281,2.8310000000000004,39.26,2.115,6.157,0.0
943,0.221,0.044,0.103,9.383,16.105,18.669,17.81,1.932,38.17,0.058,2.418,16.038,0.311,17.81,38.63,1.932,5.22,1.0
944,0.221,0.0437,0.103,9.44,16.203,18.782,20.209,1.944,38.37,0.058,2.4330000000000003,16.134,0.311,20.209,38.8,1.944,5.355,1.0
945,0.221,0.042800000000000005,0.103,9.642,16.557000000000002,19.185,18.945,1.985,39.23,0.058,2.485,16.487000000000002,0.311,18.945,39.24,1.985,4.905,0.0
946,0.219,0.0447,0.124,8.919,15.032,18.788,13.697,2.084,37.57,0.055,2.372,14.972,0.31,13.697,39.37,2.084,4.294,1.0
947,0.219,0.040199999999999986,0.124,9.908,16.7,20.872,15.474,2.315,41.74,0.055,2.635,16.633,0.31,15.474,41.75,2.315,4.77,1.0
948,0.219,0.038,0.124,10.483,17.668,22.082,14.802,2.449,44.18,0.055,2.787,17.598,0.31,14.802,45.095,2.449,5.408,0.0
949,0.223,0.039,0.119,10.177,16.494,21.213,18.308,2.376,43.06,0.058,2.7110000000000003,16.369,0.329,18.308,44.57,2.376,4.669,1.0
950,0.223,0.0373,0.119,10.66,17.278,22.22,18.194000000000006,2.488,45.09,0.058,2.84,17.146,0.329,18.194000000000006,45.23,2.488,4.856,1.0
951,0.223,0.0368,0.119,10.786,17.483,22.484,17.035999999999998,2.518,45.63,0.058,2.874,17.35,0.329,17.035999999999998,47.96,2.518,4.768,0.0
952,0.213,0.0403,0.104,12.886,17.23,18.986,-5.101,2.198,42.74,0.036000000000000004,2.732,17.092,0.319,-5.101,42.97,2.198,7.769,1.0
953,0.213,0.0389,0.104,13.33,17.823,19.639,-4.4430000000000005,2.273,44.2,0.036000000000000004,2.826,17.68,0.319,-4.4430000000000005,45.04,2.273,8.095,1.0
954,0.213,0.0366,0.104,14.15,18.952,20.849,-4.725,2.4130000000000003,47.0,0.036000000000000004,3.0,18.8,0.319,-4.725,48.63,2.4130000000000003,7.581,0.0
955,0.19,0.0368,0.107,13.813,19.54,21.854,-2.9360000000000004,2.659,46.74,0.04,3.052,19.378,0.343,-2.9360000000000004,47.62,2.659,8.509,0.0
956,0.19,0.037000000000000005,0.107,13.739,19.435,21.737,-2.829,2.645,46.45,0.04,3.035,19.274,0.343,-2.829,49.44,2.645,7.796,1.0
957,0.19,0.0357,0.107,14.248,20.155,22.542,-2.845,2.7430000000000003,48.12,0.04,3.148,19.988,0.343,-2.845,48.54,2.7430000000000003,8.111,0.0
958,0.171,0.0364,0.092,14.375,21.594,21.418000000000006,-3.1630000000000003,2.9130000000000003,47.27,0.042,3.082,21.495,0.332,-3.1630000000000003,48.58,2.9130000000000003,9.808,1.0
959,0.171,0.0361,0.092,14.472,21.739,21.563,-3.184,2.9330000000000003,47.6,0.042,3.102,21.64,0.332,-3.184,48.4,2.9330000000000003,10.38,0.0
960,0.171,0.0381,0.092,13.706,20.589,20.422,-2.929,2.778,45.1,0.042,2.938,20.495,0.332,-2.929,48.74,2.778,9.689,1.0
961,0.182,0.0309,0.076,14.38,27.009,27.378,-27.943,2.964,56.99,0.068,3.806,26.756,0.328,-27.943,56.99,2.964,21.903,0.0
962,0.182,0.031,0.076,14.325,26.905,27.272,-26.956,2.9530000000000003,56.79,0.068,3.791,26.653,0.328,-26.956,57.47,2.9530000000000003,21.819000000000006,1.0
963,0.182,0.0301,0.076,14.720999999999998,27.754,28.027,-27.283,3.034,58.53,0.068,3.896,27.493,0.328,-27.283,58.72,3.034,16.394000000000002,0.0
964,0.184,0.0304,0.08800000000000001,14.484000000000002,27.952,27.184,-27.615,3.027,57.84,0.067,3.876,27.684,0.334,-27.615,59.62,3.027,9.189,0.0
965,0.184,0.0304,0.08800000000000001,14.482,27.947,27.18,-32.739000000000004,3.027,57.84,0.067,3.875,27.679,0.334,-32.739000000000004,58.92,3.027,9.773,0.0
966,0.184,0.031,0.08800000000000001,14.204,27.411,26.658,-32.309,2.969,56.74,0.067,3.801,27.148000000000003,0.334,-32.309,59.2,2.969,9.441,1.0
967,0.183,0.0304,0.108,14.345,26.824,26.893,-29.471,3.153,57.91,0.057,3.838,26.457,0.324,-29.471,60.18,3.153,5.604,1.0
968,0.185,0.029900000000000006,0.101,14.261,28.569000000000006,28.258000000000006,-36.76300000000001,3.423,60.51,0.064,3.99,28.168000000000006,0.306,-36.76300000000001,63.03,3.423,5.006,0.0
969,0.199,0.0307,0.218,21.138,28.417,28.042,-5.5779999999999985,3.14,58.55,-0.04,3.934,28.01,0.317,-5.5779999999999985,61.02,3.14,2.519,0.0
970,0.199,0.0313,0.218,20.756,27.903,27.534,-4.481,3.083,57.49,-0.04,3.862,27.502,0.317,-4.481,58.73,3.083,2.19,1.0
971,0.199,0.0302,0.218,21.433000000000003,28.913,28.433000000000003,-4.643,3.184,59.57,-0.04,3.989,28.498,0.317,-4.643,59.98,3.184,2.853,1.0
972,0.19,0.0296,0.211,22.103,30.294,28.661,-11.011,3.153,60.9,-0.033,4.155,29.848000000000006,0.274,-11.011,60.89,3.153,3.593,0.0
973,0.19,0.0316,0.211,20.666,28.323,26.797,-10.295,2.948,56.9,-0.033,3.885,27.907,0.274,-10.295,60.75,2.948,3.624,1.0
974,0.19,0.0305,0.211,21.402,29.333,27.753,-10.662,3.053,58.98,-0.033,4.024,28.902,0.274,-10.662,59.0,3.053,2.67,0.0
975,0.196,0.0334,0.187,18.835,28.047,25.509,22.158,2.867,53.84,-0.018000000000000002,3.768,27.615,0.257,22.158,59.71,2.867,2.275,0.0
976,0.196,0.0364,0.187,17.275,25.724,23.396,23.598000000000006,2.63,49.36,-0.018000000000000002,3.4560000000000004,25.328000000000007,0.257,23.598000000000006,53.96,2.63,2.087,1.0
977,0.196,0.0329,0.187,19.118,28.469,25.892,22.543000000000006,2.91,54.67,-0.018000000000000002,3.825,28.031,0.257,22.543000000000006,55.1,2.91,2.403,0.0
978,0.201,0.034,0.205,21.125,25.859,24.313,7.029,2.873,53.07,-0.037000000000000005,3.724,25.486,0.247,7.029,55.53,2.873,2.82,0.0
979,0.156,0.0097,0.08900000000000001,11.49,23.132,35.966,2.424,1.941,27.95,0.038,1.6780000000000002,22.214,0.071,2.424,28.38,1.941,1.739,0.0
980,0.156,0.0097,0.08900000000000001,11.449000000000002,23.05,35.838,2.23,1.934,27.89,0.038,1.672,22.135,0.071,2.23,28.75,1.934,1.722,1.0
981,0.156,0.0097,0.08900000000000001,11.477,23.107,35.92800000000001,2.235,1.938,27.95,0.038,1.676,22.19,0.071,2.235,28.09,1.938,1.6669999999999998,1.0
982,0.159,0.0089,0.091,12.628,24.016,41.274,2.033,2.361,30.49,0.049,2.087,23.282,0.073,2.033,30.51,2.361,1.737,0.0
983,0.159,0.009000000000000001,0.091,12.421,23.622,40.597,2.0,2.323,29.89,0.049,2.053,22.901,0.073,2.0,30.74,2.323,1.724,0.0
984,0.159,0.0091,0.091,12.293,23.378,40.178,1.979,2.299,29.68,0.049,2.032,22.664,0.073,1.979,30.25,2.299,1.72,0.0
985,0.245,0.0092,0.131,10.29,15.413,26.6,0.835,1.918,33.54,0.03,1.851,14.802,0.098,0.835,34.55,1.918,1.157,1.0
986,0.245,0.009000000000000001,0.131,10.531,15.775,27.225,0.8270000000000001,1.963,34.41,0.03,1.895,15.15,0.098,0.8270000000000001,34.6,1.963,1.148,1.0
987,0.245,0.009000000000000001,0.131,10.605,15.885,27.415,0.833,1.976,34.61,0.03,1.908,15.255999999999998,0.098,0.833,35.47,1.976,1.133,0.0
988,0.257,0.0108,0.124,10.817,15.433,21.868,0.96,1.872,32.39,0.023,1.6769999999999998,14.867,0.112,0.96,33.1,1.872,1.17,0.0
989,0.257,0.011200000000000002,0.124,10.473,14.943,21.173,0.93,1.812,31.34,0.023,1.624,14.394,0.112,0.93,32.41,1.812,1.126,1.0
990,0.257,0.0108,0.124,10.823,15.443,21.882,0.931,1.873,32.39,0.023,1.679,14.876,0.112,0.931,32.76,1.873,1.178,1.0
991,0.265,0.0104,0.133,10.667,15.0,21.584,0.742,1.933,33.52,0.025,1.724,14.483,0.123,0.742,34.99,1.933,1.155,0.0
992,0.265,0.011200000000000002,0.133,9.905,13.929,20.042,0.655,1.795,31.16,0.025,1.601,13.448,0.123,0.655,34.49,1.795,1.093,0.0
993,0.265,0.0115,0.133,9.49,13.549,19.202,0.637,1.72,30.35,0.025,1.533,13.082,0.123,0.637,31.67,1.72,1.157,1.0
994,0.258,0.0108,0.13699999999999998,10.524,14.127,19.342,0.6559999999999999,1.733,32.37,0.02,1.626,13.65,0.115,0.6559999999999999,32.8,1.733,1.129,0.0
995,0.258,0.0114,0.13699999999999998,9.984,13.402,18.349,0.622,1.644,30.75,0.02,1.543,12.949000000000002,0.115,0.622,34.39,1.644,1.071,0.0
996,0.258,0.013500000000000002,0.13699999999999998,8.429,11.314,15.491,0.525,1.388,25.89,0.02,1.3019999999999998,10.932,0.115,0.525,30.68,1.388,0.956,0.0
997,0.257,0.0155,0.13,7.654,9.834,11.986,-2.242,1.202,22.51,0.017,1.102,9.542,0.104,-2.242,26.02,1.202,0.996,1.0
998,0.257,0.0154,0.13,7.7120000000000015,9.908,12.077,-1.412,1.211,22.66,0.017,1.11,9.614,0.104,-1.412,24.92,1.211,1.089,0.0
999,0.257,0.0169,0.13,7.039,9.031,11.023,-1.029,1.106,20.69,0.017,1.013,8.763,0.104,-1.029,24.31,1.106,0.992,0.0
1000,0.224,0.0209,0.119,6.169,7.9860000000000015,9.161,-0.364,0.889,16.76,0.016,0.8420000000000001,7.7639999999999985,0.112,-0.364,20.62,0.889,0.943,1.0
1001,0.224,0.0193,0.119,6.681,8.648,9.921,-0.3720000000000001,0.962,18.14,0.016,0.911,8.407,0.112,-0.3720000000000001,19.06,0.962,1.015,1.0
1002,0.224,0.016,0.119,8.057,10.429,11.964,-0.425,1.16,21.88,0.016,1.099,10.139,0.112,-0.425,21.9,1.16,1.461,1.0
1003,0.203,0.0145,0.102,10.586,12.421,12.975,-0.524,1.262,24.23,0.012,1.237,12.171,0.11,-0.524,25.87,1.262,1.818,0.0
1004,0.203,0.015,0.102,10.197,11.964,12.498,-0.514,1.216,23.31,0.012,1.1909999999999998,11.724,0.11,-0.514,25.33,1.216,2.009,1.0
1005,0.203,0.0139,0.102,10.99,12.882,13.47,-0.5529999999999999,1.31,25.12,0.012,1.284,12.623,0.11,-0.5529999999999999,26.8,1.31,1.868,1.0
1006,0.19,0.0134,0.09,10.588,14.152,13.779000000000002,-0.6729999999999999,1.31,26.05,0.022,1.355,14.0,0.115,-0.6729999999999999,27.01,1.31,2.385,1.0
1007,0.19,0.0127,0.09,11.165,14.924,14.53,-0.7090000000000001,1.382,27.42,0.022,1.4280000000000002,14.763,0.115,-0.7090000000000001,28.46,1.382,3.06,0.0
1008,0.19,0.0128,0.09,11.129,14.875,14.482,-0.721,1.3769999999999998,27.38,0.022,1.4240000000000002,14.715,0.115,-0.721,29.87,1.3769999999999998,3.027,1.0
1009,0.194,0.0116,0.094,11.091,16.335,15.303,3.906,1.58,30.23,0.028,1.554,16.16,0.123,3.906,30.87,1.58,3.088,1.0
1010,0.194,0.0109,0.094,11.877,17.432000000000002,16.387999999999998,3.705,1.692,32.24,0.028,1.664,17.246,0.123,3.705,32.43,1.692,2.89,0.0
1011,0.194,0.0118,0.094,11.295,15.973,15.584,3.056,1.609,29.54,0.028,1.582,15.802,0.123,3.056,32.07,1.609,2.4330000000000003,1.0
1012,0.23,0.0108,0.106,10.186,15.206,16.660999999999998,1.1,1.51,32.55,0.031,1.63,14.927,0.108,1.1,35.29,1.51,1.703,1.0
1013,0.23,0.0106,0.106,10.361,15.467,16.947,1.119,1.536,33.1,0.031,1.658,15.183,0.108,1.119,34.9,1.536,1.815,1.0
1014,0.23,0.0097,0.106,11.308,16.881,18.496,1.222,1.6769999999999998,36.12,0.031,1.809,16.570999999999998,0.108,1.222,36.51,1.6769999999999998,1.754,1.0
1015,0.242,0.0091,0.11,12.248,18.773,21.324,0.715,2.057,43.75,0.034,2.128,18.534,0.099,0.715,43.74,2.057,1.45,0.0
1016,0.242,0.0093,0.11,12.066,18.494,21.007,0.6920000000000001,2.027,43.09,0.034,2.096,18.258,0.099,0.6920000000000001,44.07,2.027,1.4280000000000002,1.0
1017,0.242,0.0093,0.11,12.069,18.498,21.012,0.6809999999999999,2.027,43.1,0.034,2.097,18.263,0.099,0.6809999999999999,43.1,2.027,1.304,0.0
1018,0.238,0.0096,0.109,10.994000000000002,18.179,19.757,0.778,1.896,41.61,0.039,1.99,17.944000000000006,0.098,0.778,43.91,1.896,1.212,0.0
1019,0.238,0.0102,0.109,10.31,17.048,18.528,0.73,1.778,39.02,0.039,1.866,16.828,0.098,0.73,40.4,1.778,1.152,0.0
1020,0.238,0.0104,0.109,10.199,16.865,18.328,0.722,1.759,38.59,0.039,1.846,16.647000000000002,0.098,0.722,40.74,1.759,1.166,0.0
1021,0.239,0.0117,0.112,8.908999999999997,14.192,15.558,0.695,1.51,34.05,0.036000000000000004,1.5719999999999998,14.015999999999998,0.102,0.695,38.44,1.51,0.974,0.0
1022,0.239,0.0133,0.112,7.8889999999999985,12.567,13.777,0.63,1.338,30.14,0.036000000000000004,1.392,12.412,0.102,0.63,33.38,1.338,0.862,1.0
1023,0.239,0.0115,0.112,9.123,14.533,15.933,0.728,1.547,34.88,0.036000000000000004,1.61,14.354,0.102,0.728,36.28,1.547,1.011,1.0
1024,0.245,0.011200000000000002,0.12,9.209,14.114,15.206,1.004,1.6,35.83,0.031,1.575,13.895,0.097,1.004,36.7,1.6,0.985,1.0
1025,0.245,0.016,0.12,9.632,14.764,15.905,1.05,1.6740000000000002,37.48,0.031,1.6469999999999998,14.535,0.097,1.05,37.71,1.6740000000000002,1.097,1.0
1026,0.245,0.0154,0.12,9.955,15.315,16.437,1.089,1.73,38.89,0.031,1.703,15.078,0.097,1.089,39.91,1.73,1.143,1.0
1027,0.245,0.0143,0.121,9.891,15.845,18.029,0.898,1.875,41.99,0.037000000000000005,1.838,15.494000000000002,0.106,0.898,41.99,1.875,1.226,1.0
1028,0.245,0.0137,0.121,10.313,16.521,18.798,0.936,1.955,43.75,0.037000000000000005,1.916,16.155,0.106,0.936,44.38,1.955,1.291,0.0
1029,0.245,0.0139,0.121,10.155,16.268,18.51,1.012,1.925,43.11,0.037000000000000005,1.887,15.908,0.106,1.012,43.84,1.925,1.314,1.0
1030,0.246,0.0131,0.126,10.934,16.682000000000002,19.407,0.928,1.98,45.71,0.032,1.968,16.384,0.107,0.928,45.71,1.98,1.2819999999999998,1.0
1031,0.246,0.0124,0.126,11.602,17.701,20.592,0.943,2.101,48.49,0.032,2.088,17.384,0.107,0.943,48.5,2.101,1.359,1.0
1032,0.246,0.0122,0.126,11.755,17.934,20.863000000000003,0.955,2.129,49.13,0.032,2.116,17.613,0.107,0.955,49.935,2.129,1.418,1.0
1033,0.255,0.0121,0.135,10.4,16.657,20.846,0.7709999999999999,2.057,49.49,0.041,2.117,16.327,0.111,0.7709999999999999,50.49,2.057,1.307,1.0
1034,0.255,0.0115,0.135,10.991,17.602999999999994,22.03,0.8140000000000001,2.174,52.25,0.041,2.238,17.254,0.111,0.8140000000000001,52.92,2.174,1.382,0.0
1035,0.255,0.0122,0.135,10.326,16.539,20.699,0.765,2.042,49.11,0.041,2.102,16.211,0.111,0.765,52.97,2.042,1.31,1.0
1036,0.258,0.0121,0.138,11.047,16.176,19.833,1.3530000000000002,2.095,49.66,0.031,2.082,15.968,0.103,1.3530000000000002,50.47,2.095,1.356,1.0
1037,0.258,0.0151,0.138,11.076,16.218,19.885,1.395,2.1,49.79,0.031,2.087,16.01,0.103,1.395,50.9299,2.1,1.404,1.0
1038,0.258,0.0139,0.138,12.172,17.55,21.851,1.554,2.3080000000000003,53.89,0.031,2.293,17.325,0.103,1.554,54.38,2.3080000000000003,1.51,1.0
1039,0.248,0.0137,0.134,13.362,17.84,22.523000000000003,1.466,2.247,54.59,0.023,2.301,17.667,0.106,1.466,55.73,2.247,1.569,1.0
1040,0.248,0.0132,0.134,13.903,18.562,23.435,1.485,2.338,56.76,0.023,2.394,18.382,0.106,1.485,57.75,2.338,1.497,1.0
1041,0.248,0.0119,0.134,15.380999999999998,20.536,25.927,1.643,2.5860000000000003,62.84,0.023,2.648,20.337,0.106,1.643,63.0,2.5860000000000003,1.635,1.0
1042,0.261,0.0119,0.14,14.708,19.291,25.521,1.401,2.515,63.08,0.023,2.596,19.115,0.106,1.401,67.67,2.515,1.534,1.0
1043,0.261,0.0119,0.14,14.724,19.312,25.549,1.473,2.517,63.18,0.023,2.599,19.136,0.106,1.473,65.29,2.517,1.5519999999999998,1.0
1044,0.261,0.0116,0.14,15.074000000000002,19.771,26.156,1.547,2.577,64.68,0.023,2.66,19.591,0.106,1.547,66.98,2.577,1.594,0.0
1045,0.26,0.0123,0.13699999999999998,13.169,18.489,24.025,1.831,2.311,60.79,0.029,2.456,18.322,0.102,1.831,67.05,2.311,1.5319999999999998,1.0
1046,0.26,0.0116,0.13699999999999998,13.961,19.602,25.471,1.941,2.45,64.51,0.029,2.603,19.425,0.102,1.941,67.11,2.45,1.571,1.0
1047,0.26,0.0109,0.13699999999999998,14.849,20.848000000000006,27.09,2.133,2.6060000000000003,68.6,0.029,2.769,20.66,0.102,2.133,69.26,2.6060000000000003,1.629,1.0
1048,0.264,0.0106,0.134,13.115,20.87,25.938,1.31,2.505,70.49,0.042,2.752,20.747,0.119,1.31,71.18,2.505,1.48,1.0
1049,0.264,0.0113,0.134,14.204,22.604,28.093000000000004,1.393,2.713,76.39,0.042,2.9810000000000003,22.471,0.119,1.393,76.4,2.713,1.5519999999999998,0.0
1050,0.264,0.0118,0.134,13.442,21.482,26.587,1.324,2.568,72.56,0.042,2.821,21.356,0.119,1.324,76.34,2.568,1.4580000000000002,1.0
1051,0.276,0.0106,0.142,14.872,22.262,29.888,1.158,2.931,80.81,0.036000000000000004,3.077,22.079,0.115,1.158,80.81,2.931,1.398,0.0
1052,0.276,0.0107,0.142,14.736,22.058000000000003,29.614,1.147,2.904,80.06,0.036000000000000004,3.049,21.877,0.115,1.147,83.34,2.904,1.385,0.0
1053,0.276,0.0108,0.142,14.602,21.857,29.344,1.12,2.877,79.31,0.036000000000000004,3.0210000000000004,21.678,0.115,1.12,81.69,2.877,1.386,1.0
1054,0.293,0.0102,0.147,14.716,21.268,29.62,0.927,2.962,84.0,0.035,3.089,21.055,0.118,0.927,84.03,2.962,1.347,1.0
1055,0.293,0.01,0.147,15.019,21.706,30.23,0.946,3.023,85.73,0.035,3.152,21.489,0.118,0.946,85.74,3.023,1.375,1.0
1056,0.293,0.01,0.147,15.043,21.742,30.279,0.924,3.028,85.86,0.035,3.157,21.524,0.118,0.924,87.22,3.028,1.367,1.0
1057,0.304,0.0096,0.153,16.396,21.349,30.115,0.812,3.093,89.89,0.024,3.215,21.148000000000003,0.119,0.812,90.49,3.093,1.354,0.0
1058,0.304,0.0097,0.153,16.241,21.147,29.83,0.795,3.064,89.03,0.024,3.184,20.948,0.119,0.795,90.94,3.064,1.3230000000000002,1.0
1059,0.304,0.0094,0.153,16.669,21.705,30.617,0.816,3.145,91.35,0.024,3.268,21.501,0.119,0.816,91.38,3.145,1.344,1.0
1060,0.308,0.0093,0.152,16.04,21.414,27.924,2.68,3.198,92.54,0.028,3.214,21.121,0.095,2.68,92.51,3.198,1.37,1.0
