,CAPEI,pcf,divyield,evm,pe_inc,pe_op_dil,pe_op_basic,bm,PEG_ltgforward,ptb,aftret_equity,sale_invcap,PEG_1yrforward,pe_exi,debt_assets
3307,9.386,7.1110000000000015,0.0131,30.203000000000007,9.254,9.622,9.164,1.0,1.67,0.964,0.115,0.171,1.063,9.254,0.919
1500,19.039,7.8679999999999986,0.0417,7.0470000000000015,16.634,12.5,12.5,0.621,6.725,1.565,0.102,0.574,-8.793,19.032,0.561
1919,30.812,10.581,0.0088,11.367,16.637999999999998,16.875999999999998,16.332,0.507,1.21,2.042,0.145,0.789,1.011,16.957,0.443
186,22.215,17.5,0.0278,14.042,6.3020000000000005,9.679,9.515,0.258,0.7879999999999999,3.893,0.429,0.992,0.564,6.3020000000000005,0.55
2483,23.756,18.068,0.0122,16.284000000000002,26.448,26.448,25.754,0.162,1.86,5.013,0.245,2.305,1.827,26.448,0.418
2015,32.405,17.317999999999998,0.0104,12.014,23.787,23.634,23.383000000000006,0.28300000000000003,1.567,3.714,0.179,0.83,1.37,23.787,0.43
2056,26.093000000000004,11.424,0.034,10.245,14.873,16.274,16.008,0.204,1.54,4.663,0.31,0.994,0.597,14.873,0.518
2432,17.317999999999998,9.022,0.016,10.853,4.811,4.444,4.386,0.28800000000000003,0.35700000000000004,2.835,0.196,1.951,2.619,4.811,0.317
1622,14.289,11.603,0.0391,10.213,17.151,12.436,12.265,0.349,2.78,2.712,0.168,0.882,7.146,17.151,0.466
3018,8.495,7.106,0.0389,6.76,17.284000000000002,13.011,13.011,0.4970000000000001,1.878,2.165,0.13,2.5980000000000003,-0.684,16.905,0.568
1075,33.713,14.332,0.0134,9.766,16.851,16.718,16.069000000000006,0.18600000000000005,1.4340000000000002,5.535,0.386,1.568,0.54,16.851,0.82
2450,20.48,21.348000000000006,0.0149,12.535,5.215,5.181,5.072,0.246,0.475,3.638,0.227,2.12,0.373,5.181,0.326
2879,21.465,5.359,0.0398,5.917999999999998,22.984,19.035,18.952,0.499,3.102,1.957,0.121,0.855,-3.212,21.498,0.575
1781,19.643,14.032,0.0289,12.492,18.508,18.556,18.176,0.136,2.2030000000000003,6.765,0.329,1.494,4.472,18.508,0.552
1655,22.263,15.431,0.0273,12.268,17.984,17.375,17.057000000000002,0.251,3.09,3.91,0.227,0.8759999999999999,4.668,17.984,0.468
32,15.335,9.191,0.0197,9.729,11.941,11.941,11.57,0.14400000000000002,1.081,5.474,0.525,1.665,0.93,11.941,0.502
3023,9.518,8.269,0.0359,7.905,18.181,15.488,15.393,0.442,1.683,2.191,0.131,2.393,-1.218,17.794,0.5760000000000001
1124,15.185,7.33,0.0252,10.639,35.587,32.292,31.561,0.227,1.913,4.918,0.16399999999999998,1.004,0.725,35.587,0.855
3369,29.256,9.774,0.008199999999999999,11.107,4.3610000000000015,4.478,4.456,0.5920000000000001,0.231,1.225,0.127,0.336,0.211,4.3610000000000015,0.249
445,16.609,8.135,0.0328,18.143,17.305999999999994,16.927,16.804000000000002,0.517,1.492,1.938,0.124,0.337,1.761,16.217,0.815
3035,12.848,9.972,0.0306,8.44,17.657,17.072,16.977999999999998,0.414,1.345,2.62,0.15,2.437,1.186,17.861,0.544
464,17.923,8.673,0.0385,40.7,18.237,21.142,20.956,0.531,3.156,1.756,0.084,0.284,23.791,22.12,0.7859999999999999
3505,13.062,5.434,0.015700000000000002,6.85,11.014,11.014,10.817,0.49,1.099,1.909,0.187,2.697,1.737,11.014,0.599
2179,10.937,4.324,0.0572,38.221,19.401,28.891,28.277,1.147,3.955,0.74,0.026,0.253,2.064,31.643,0.923
1681,22.511,16.666,0.0218,9.58,15.297,19.122,18.795,0.183,1.33,6.301,0.398,1.932,2.02,15.297,0.518
2314,14.998,8.029,0.0236,7.516,13.401,13.542,13.470999999999998,0.331,1.252,2.863,0.22,3.867,1.394,13.331,0.591
1809,19.383,13.705,0.034300000000000004,17.277,29.732,12.991,12.878,0.147,2.926,5.1629999999999985,0.183,0.987,6.796,29.732,0.574
1946,13.779000000000002,10.588,0.0134,8.1,15.408,14.152,14.0,0.87,2.385,1.31,0.097,0.769,-0.6729999999999999,15.408,0.457
2404,19.838,10.325,0.0153,11.437,4.466,4.763,4.6960000000000015,0.23,0.332,3.152,0.247,2.276,0.208,4.466,0.338
243,19.172,8.086,0.0189,6.0779999999999985,11.56,12.162,12.075,0.365,1.398,2.997,0.343,2.883,0.754,11.56,0.474
1704,11.343,8.823,0.0354,7.0939999999999985,11.779000000000002,11.140999999999998,11.013,0.248,1.144,4.04,0.32,1.6269999999999998,-0.53,11.779000000000002,0.597
401,7.9860000000000015,4.202,0.0281,13.623,11.140999999999998,9.444,9.444,0.923,1.214,1.318,0.129,0.38,-0.236,10.722,0.853
2032,27.289,12.37,0.0238,9.325,18.169,19.341,19.077,0.342,2.239,3.093,0.18,0.861,1.101,19.431,0.489
1984,20.699,10.326,0.0122,8.185,16.265,16.539,16.211,0.4920000000000001,1.31,2.042,0.146,0.805,0.765,16.265,0.458
3493,12.486,7.56,0.0137,5.916,10.655,10.376,10.241,0.496,0.93,1.869,0.192,2.792,2.99,10.655,0.591
450,19.608,9.492,0.0285,18.084,20.045,20.045,19.896,0.508,1.937,2.198,0.118,0.331,2.65,19.18,0.8079999999999999
1227,9.36,-62.091,0.0472,7.3039999999999985,9.695,7.786,7.735,0.4082713123452423,1.218,3.5233883975946227,0.688,10.765,0.264,9.748,1.024
2944,41.804,4.224,0.0443,5.7410000000000005,150.097,66.471,66.471,0.468,22.27,2.3,0.025,0.87,7.537000000000001,150.097,0.62
2737,14.56,8.475,0.0276,7.211,14.923,14.548,14.077,0.418,1.809,2.753,0.201,0.773,-4.309,14.923,0.381
2333,14.605,8.329,0.024700000000000003,7.211,12.517,13.489,13.397,0.345,1.4369999999999998,3.013,0.234,3.715,1.289,13.306,0.623
471,20.165,8.384,0.0371,53.088,-40.032,29.904,29.548,0.408,25.221,2.287,0.012,0.275,-9.001,190.923,0.7959999999999999
2564,18.611,6.921,0.014,15.470999999999998,14.373,15.925999999999998,15.877,0.322,1.278,3.548,0.29,0.387,1.225,14.373,0.89
3215,16.727,11.02,0.0308,12.372,15.571,14.973,14.890999999999998,0.415,1.6569999999999998,2.3080000000000003,0.154,0.606,4.916,15.571,0.474
3054,23.077,11.355,0.0235,9.596,19.976,19.976,19.815,0.267,1.359,4.141,0.211,2.457,1.096,19.976,0.5579999999999999
1674,23.713,16.564,0.0233,10.035,18.083,18.166,17.837,0.189,1.62,5.039,0.328,1.841,3.47,17.918,0.495
2746,25.414,22.847,0.0222,9.497,14.428,15.029000000000002,14.607,0.743,1.509,1.414,0.099,0.87,0.185,14.981,0.8
2797,7.395,7.502999999999999,0.0258,5.162000000000001,7.9129999999999985,7.9129999999999985,7.824,1.137,0.95,0.94,0.133,0.763,-2.174,7.9129999999999985,0.752
1787,11.962,9.894,0.0442,10.023,16.39,12.989,12.843,0.276,3.866,3.924,0.263,0.865,-2.439,16.39,0.547
1833,17.042,33.21,0.0412,15.293,6.527,9.705,9.68,0.597,1.435,1.66,0.332,0.354,1.117,6.527,0.451
611,18.143,7.468,0.0275,4.647,10.298,9.934,9.887,0.523,2.15,2.1790000000000003,0.264,2.423,-16.333,10.298,0.48
1407,25.989,7.68,0.0297,10.765999999999998,13.56,20.285,20.202,0.441,1.194,2.544,0.2,1.271,0.764,13.56,0.596
3436,30.414,11.895,0.0006,11.345999999999998,18.111,18.111,17.343,0.295,1.075,3.39,0.233,2.755,0.917,18.111,0.594
2719,14.08,6.803,0.0329,6.609,14.688,14.379,13.939,0.486,1.958,2.182,0.174,0.76,0.5340689902982393,14.688,0.374
2755,20.862,6.994,0.0217,5.747000000000001,8.814,8.932,8.629,0.733,0.86,1.408,0.179,0.8540000000000001,-8.667,8.814,0.785
2122,19.415,13.657,0.0319,10.923,18.408,18.408,18.276,0.183,2.575,5.653,0.359,0.962,4.865,18.408,0.563
2667,16.965999999999998,10.341,0.0289,7.97,47.317,23.659,23.659,0.361,1.848820932716269,2.745,0.059,0.8059999999999999,0.5340689902982393,47.317,0.21600000000000005
2781,9.615,8.682,0.0238,7.882999999999999,12.328,12.797,12.732,1.152,1.639,1.0659999999999998,0.094,0.748,-9.281,12.328,0.767
2713,12.893,5.707000000000002,0.0378,6.197,12.886,12.749,12.417,0.525,2.577,1.981,0.184,0.792,-1.144,12.886,0.384
2459,17.930999999999994,18.191,0.0152,14.536,20.066,19.897,19.489,0.21,2.508,3.3280000000000003,0.22,2.274,2.434,20.066,0.329
2321,14.162,7.101,0.0233,7.467,12.866,13.193,13.126,0.338,1.229,2.826,0.225,3.876,1.204,12.835,0.608
1218,21.753,4.577,0.0243,9.791,11.39,11.449000000000002,11.234000000000002,0.196,0.855,4.687,0.653,4.404,0.86,11.449000000000002,0.867
1776,22.117,14.972,0.0262,13.024,20.88,20.88,20.497,0.127,2.196,7.487,0.324,1.596,2.406,20.88,0.58
1498,19.555,7.832999999999998,0.037000000000000005,7.011,15.028,15.912,13.358,0.812,5.3210000000000015,1.507,0.111,0.528,7.782999999999999,17.452,0.542
3081,32.567,16.781,0.0201,11.289,23.852,24.098000000000006,23.974,0.116,1.466,9.953,0.378,2.889,1.38,23.852,0.679
3110,38.332,17.869,0.025765303867403312,14.624,27.305,27.596,27.021,0.175,1.874,6.1370000000000005,0.255,1.037,1.365,27.305,0.412
2097,22.871,13.849,0.0287,11.949000000000002,18.491,18.491,18.283,0.154,1.87,6.292999999999998,0.379,1.018,2.166,18.491,0.564
1729,18.037,13.899,0.0233,9.368,16.160999999999998,16.160999999999998,15.889,0.248,1.479,4.066,0.289,1.351,1.753,16.160999999999998,0.474
540,17.555999999999994,10.991,0.0175,8.384,14.392,14.356,14.154000000000002,0.115,1.286,9.165,0.6829999999999999,2.31,0.981,14.392,0.795
110,19.154,12.179,0.0255,11.303,19.613,18.149,17.948,0.248,2.47,4.155,0.235,0.851,-2.063,19.613,0.466
1631,18.007,13.819,0.0321,10.137,19.718,14.924,14.608,0.349,3.095,3.13,0.17800000000000002,0.8809999999999999,3.244,19.718,0.466
510,12.728,6.518,0.0238,8.677,9.925,9.925,9.741,0.175,0.902,4.109,0.447,2.156,0.448,9.925,0.764
1613,14.954,11.955,0.0347,9.606,15.742,13.456,13.32,0.35100000000000003,2.821,2.817,0.205,0.915,3.568,15.742,0.44
1995,25.471,13.961,0.0116,10.132,19.602,19.602,19.425,0.414,1.571,2.45,0.147,0.7859999999999999,1.941,19.602,0.448
3260,13.375,49.761,0.0076,16.287,41.242,41.242,39.475,0.722,3.326,1.6869999999999998,0.043,0.213,0.152,41.242,0.925
2045,34.546,14.138,0.0255,10.147,30.682,21.115,20.743,0.247,4.336,4.376,0.117,0.962,2.322,39.804,0.477
2092,24.422,13.783,0.029300000000000007,10.207,18.729,18.766,18.548,0.163,1.869,6.653,0.3720000000000001,1.041,1.415,18.729,0.556
2725,17.206,8.707,0.0242,6.846,17.823,17.407,16.932000000000002,0.353,1.987,3.0210000000000004,0.185,0.774,0.962,17.823,0.366
1719,17.298,11.449000000000002,0.0245,8.746,16.905,16.230999999999998,16.049,0.228,1.423,4.497,0.316,1.355,0.853,16.905,0.529
1607,13.963,10.255999999999998,0.0352,9.562,12.854,12.908,12.72,0.343,2.613,2.8960000000000004,0.249,0.937,7.648,12.854,0.45
2773,9.369,6.74,0.0265,6.457000000000002,8.845,8.845,8.726,0.928,0.915,1.073,0.121,0.795,-0.378,8.845,0.773
78,14.175,8.17,0.026,8.736,15.41,11.289,11.167,0.266,1.767,3.785,0.275,0.956,1.4509999999999998,15.41,0.453
3164,11.981,8.121,0.0153,11.983,12.339,12.147,11.962,0.489,1.264,1.806,0.161,0.731,2.221,12.339,0.446
2317,15.314,7.4689999999999985,0.0223,7.417000000000002,13.89,14.034,13.961,0.34600000000000003,1.371,3.047,0.219,3.894,1.445,13.819,0.598
1996,27.09,14.849,0.0109,10.132,20.848000000000006,20.848000000000006,20.66,0.414,1.629,2.6060000000000003,0.147,0.7859999999999999,2.133,20.848000000000006,0.448
2449,20.44,21.305,0.0129,12.535,5.205,5.171,5.062,0.246,0.447,3.631,0.227,2.12,0.398,5.171,0.326
313,10.379,6.364,0.029,5.914,9.496,9.496,9.485,0.477,1.172,1.902,0.258,2.572,-5.711,9.496,0.51
2596,23.654,19.367,0.0108,13.771,20.099,17.937,17.749000000000006,0.238,1.848820932716269,4.708,0.245,0.485,0.5340689902982393,20.099,0.875
1307,21.902,8.668,0.025,10.384,18.319000000000006,18.319000000000006,18.091,0.077,1.706,14.458,0.602,6.0379999999999985,-4.376,18.319000000000006,0.924
911,16.474,10.401,0.0268,9.705,16.74,14.183,14.009,0.328,1.342,3.221,0.233,1.525,-4.206,13.791,0.635
697,11.561,6.6320000000000014,0.0331,6.372999999999998,12.352,12.352,12.259,0.708,2.398,1.4,0.13699999999999998,1.225,-3.805,12.352,0.41
2386,15.597,9.272,0.0154,8.857999999999997,15.295,14.983,14.71,0.306,1.119,2.461,0.233,2.233,3.934,15.295,0.363
466,17.37,9.014,0.0371,17.514,16.54,15.505999999999998,15.41,0.504,2.217,1.949,0.119,0.382,3.389,16.43,0.789
1019,15.378,13.122,0.0332,11.206,16.076,16.076,15.335,0.441,1.71,2.241,0.183,0.917,2.268,16.076,0.508
363,21.912,10.246,0.0294,16.838,20.518,18.612,18.612,0.365,1.709,2.83,0.174,0.441,1.231,18.612,0.823
1842,16.597,11.149,0.0441,8.904,12.355,13.309,13.258,0.49,2.149,1.91,0.162,0.593,3.346,12.355,0.457
3306,10.257,20.645,0.0122,31.58,11.297,11.809,11.305,1.009,2.039,1.0590000000000002,0.104,0.163,1.464,11.297,0.92
1344,3.24,2.9,0.145,8.119,4.215,3.599,3.5660000000000003,0.6829999999999999,1.848820932716269,0.534,0.133,2.116,-0.135,4.245,0.586
1360,12.515999999999998,14.557,0.0223,10.811,41.4,29.9,29.25,0.52,6.865,1.75,0.058,1.199,0.28600000000000003,48.054,0.6859999999999999
3000,9.97,6.971,0.0315,9.136,11.289,12.31,12.258,0.38,1.005,1.725,0.17600000000000002,2.113,-0.6970000000000001,12.31,0.515
2069,22.286,11.532,0.0352,9.901,16.134,16.346,16.176,0.233,1.731,4.704,0.33,0.948,2.042,16.134,0.546
2912,14.401,2.546,0.0654,4.268,33.791,12.526,12.526,0.7090000000000001,4.61,1.3219999999999998,0.058,0.768,-3.862,33.791,0.629
3476,9.998,6.723,0.0009,6.2,10.083,9.93,9.84,0.675,1.183,1.602,0.172,2.672,-1.922,10.083,0.6
1524,22.06,11.537,0.032400000000000005,9.98,10.066,18.888,18.669,0.52,9.267,2.012,0.14400000000000002,0.482,8.641,19.461,0.555
1034,17.127,13.367,0.0331,11.143,18.911,17.497,16.762999999999998,0.394,2.929,2.487,0.14,0.961,7.74,22.114,0.516
83,12.375,7.272,0.0335,8.99,14.838,10.64,10.517,0.28300000000000003,1.788,3.236,0.243,0.927,3.116,14.838,0.434
79,13.751,7.925,0.0269,8.736,14.88,10.901,10.783,0.266,1.786,3.672,0.275,0.956,1.4509999999999998,14.88,0.453
662,10.198,5.047,0.0337,4.454,8.086,8.086,8.03,0.636,1.797,1.416,0.221,1.817,0.183,8.086,0.425
1439,23.989,10.597,0.0366,9.217,15.255999999999998,14.909,14.909,0.383,3.162,2.4130000000000003,0.179,0.648,8.031,15.903,0.393
3454,13.298,11.778,0.0009,8.103,9.664,9.664,9.347,0.469,0.6759999999999999,2.127,0.228,2.644,3.758,9.664,0.608
919,18.477,12.628,0.0234,11.244000000000002,16.129,17.128,16.968,0.344,1.25,3.239,0.203,1.18,1.2009999999999998,17.064,0.695
1440,21.804,10.229,0.046500000000000014,9.529,9.383,14.857,14.769,0.429,3.4210000000000003,2.271,0.161,0.627,2.416,16.421,0.379
2856,11.878,10.895,0.0213,6.247000000000001,10.275,10.275,10.157,0.794,2.244,1.45,0.146,0.8909999999999999,22.331,10.275,0.7609999999999999
2816,7.46,10.273,0.0294,11.045,18.212,18.212,18.003,1.083,1.605,0.966,0.056,0.8240000000000001,0.202,18.212,0.765
2494,30.545,16.69,0.0097,18.489,31.141,31.141,30.321,0.146,2.519,6.147,0.278,2.219,2.4,31.141,0.412
2253,12.635,6.632999999999999,0.0243,13.898,12.07,10.559,10.475,0.954,1.578,1.139,0.098,0.196,1.182,12.07,0.909
2376,12.97,7.766,0.0302,8.477,13.537,13.342,13.287,0.341,3.035,2.636,0.197,3.838,-1.295,13.537,0.59
808,19.721,9.33,0.0217,7.9929999999999986,14.114,14.114,14.015,0.327,0.989,3.575,0.306,1.216,1.4280000000000002,14.114,0.403
1510,22.298,10.824000000000002,0.0351,7.0470000000000015,19.593,14.84,14.666,0.551,9.978,1.832,0.107,0.496,-3.273,21.254,0.556
656,12.087,6.881,0.0268,5.032,11.339,11.232,11.185,0.643,4.724,1.832,0.193,1.619,0.5710000000000001,11.339,0.4270000000000001
1921,28.691,9.853,0.0094,11.367,15.493,15.714,15.207,0.507,1.231,1.902,0.145,0.789,0.942,15.789,0.443
1442,22.686,10.643,0.0438,9.529,9.947,15.75,15.657,0.429,3.503,2.363,0.161,0.627,3.26,17.408,0.379
3348,274.063,23.281,0.0068000000000000005,13.53,10.173,5.917999999999998,5.896,0.619,0.502,1.0759999999999998,0.053,0.302,0.416,10.173,0.334
858,20.731,12.656,0.0186,10.4,16.117,15.293,14.928,0.284,1.321,3.159,0.219,1.797,1.166,16.117,0.5920000000000001
1803,19.078,22.287,0.0303,14.663,22.805,17.065,17.42,0.18,2.17,5.589,0.257,0.893,0.991,22.805,0.519
3188,16.922,10.472,0.0292,8.456,12.95,13.875,13.793,0.511,1.423,2.212,0.183,0.6890000000000001,2.907,12.95,0.428
2878,24.023000000000003,5.652,0.0373,5.938,21.938,20.846,20.846,0.532,2.91,2.096,0.13,0.855,-3.096,21.938,0.585
2563,17.514,6.352,0.0147,16.576,14.651,16.36,16.252,0.316,1.3019999999999998,3.635,0.265,0.442,1.723,14.651,0.89
844,26.291,15.902,0.0156,9.913,19.659,18.79,18.384,0.298,1.616,3.606,0.209,1.83,1.0490000000000002,19.161,0.609
833,23.786,13.706,0.015,10.492,19.307,18.571,18.111,0.3,1.648,3.4960000000000004,0.204,1.798,1.4269999999999998,18.75,0.613
1614,14.474,11.572,0.0358,9.606,15.237,13.025,12.893,0.35100000000000003,2.7310000000000003,2.7260000000000004,0.205,0.915,3.454,15.237,0.44
213,21.213,17.345,0.0271,15.807,21.404,20.25,19.861,0.224,2.932,4.873,0.267,1.003,5.377999999999999,21.404,0.629
3109,39.38800000000001,18.362,0.025765303867403312,14.624,28.021,28.319000000000006,27.729,0.175,1.947,6.306,0.255,1.037,1.541,28.021,0.412
131,23.371,18.143,0.0266,15.784,21.611,21.512,21.512,0.157,2.551,6.166,0.305,1.296,2.696,21.611,0.423
439,14.509,7.534,0.0362,17.249000000000002,16.659000000000002,15.782,15.548,0.512,1.382,1.804,0.119,0.34600000000000003,1.521,15.548,0.826
3011,8.236,8.101,0.0382,7.4289999999999985,12.223,10.972,10.921,0.473,1.14,2.093,0.165,2.583,-0.516,12.286,0.604
2421,14.819,12.744000000000002,0.0177,10.176,18.693,14.866,14.674,0.314,1.558,2.545,0.18,2.1,-2.456,18.693,0.344
1609,14.963,10.991,0.0329,9.562,13.749,13.807,13.607,0.343,2.696,3.104,0.249,0.937,9.349,13.749,0.45
853,26.393,15.394,0.0167,9.628,19.945,18.68,18.236,0.273,1.6969999999999998,3.944,0.21,1.938,1.345,19.945,0.607
448,17.273,8.376,0.0318,18.341,17.695999999999994,17.187,17.064,0.519,1.741,1.986,0.12,0.332,1.853,17.064,0.8109999999999999
3150,18.134,13.635,0.025765303867403312,14.337,18.059,17.908,17.612000000000005,0.284,1.446,2.777,0.17600000000000002,0.7120000000000001,1.016,18.059,0.439
2837,10.921,8.248,0.0221,6.327000000000001,9.3,9.485,9.387,0.775,1.068,1.269,0.146,0.84,-0.758,9.3,0.7609999999999999
3233,18.527,-2.109,0.006500000000000001,12.018,10.176,10.176,9.557,0.382,0.81,2.619,0.316,0.412,1.089,10.176,0.952
3303,9.354,5.226,0.0137,31.201,10.338,10.812,10.448,1.134,1.5590000000000002,0.968,0.102,0.163,6.956,10.338,0.919
1727,17.809,12.863,0.0235,9.518,16.607,16.261,16.01,0.258,1.548,4.1960000000000015,0.287,1.314,2.076,16.607,0.469
103,18.609,11.874,0.0242,11.535,17.627,17.429000000000002,17.234,0.269,2.086,4.137,0.262,0.7829999999999999,5.795,17.627,0.479
523,16.254,7.676,0.018000000000000002,7.349,12.618,12.816,12.696,0.117,1.349,8.74,0.745,2.611,1.186,12.618,0.8540000000000001
1102,13.465,5.494,0.0282,8.462,9.803,10.017,9.691,0.211,0.845,3.831,0.455,1.841,0.752,9.803,0.8420000000000001
1821,9.853,7.785,0.06280000000000001,9.26,6.648,6.954,6.914,0.298,1.557,2.6830000000000003,0.423,0.95,-1.516,6.648,0.552
1415,20.553,8.992,0.0368,10.402,15.053,15.674,15.461,0.362,1.212,2.403,0.153,1.288,0.794,15.053,0.6
165,24.262,16.16,0.0288,12.573,10.556,10.179,10.179,0.202,1.173,5.267,0.285,1.136,-3.694,10.556,0.491
3022,10.106,8.78,0.0338,7.905,19.304,16.444000000000006,16.344,0.442,1.7990000000000002,2.326,0.131,2.393,-1.293,18.894,0.5760000000000001
907,16.838,11.29,0.0235,8.445,14.871,14.579,14.323,0.33,1.239,3.401,0.23,1.781,18.945,14.871,0.623
2397,18.776,11.555,0.0131,12.032,19.266,19.533,19.332,0.247,1.421,3.09,0.224,2.196,1.4469999999999998,19.266,0.343
2960,51.969,5.273,0.0433,4.883,10.946,11.222,11.197,0.276,1.8,3.731,0.382,0.7909999999999999,0.444,10.946,0.7120000000000001
2419,15.339,17.123,0.0175,10.028,4.309,3.793,3.734,0.408,0.336,2.7,0.207,2.306,8.058,4.309,0.355
1860,18.788,8.919,0.0447,7.256,16.702,15.032,14.972,0.47,4.294,2.084,0.127,0.66,13.697,16.702,0.457
2627,22.12,10.103,0.0194,9.424,18.7,17.432000000000002,17.142,0.322,1.399,3.359,0.185,0.999,-0.429,18.7,0.248
1741,15.317,10.889,0.028,8.623,13.929,13.86,13.681,0.261,1.327,3.619,0.261,1.383,1.887,13.929,0.472
2499,33.257,18.492,0.0102,17.97,15.823,15.823,15.356,0.135,1.252,6.573,0.292,2.299,0.976,15.823,0.395
395,6.915,2.7510000000000003,0.098,11.726,7.355,6.454,6.454,0.64,0.82,1.224,0.16399999999999998,0.408,-0.166,7.107,0.858
625,12.318,6.311,0.0301,5.037,9.134,9.163,9.105,0.464,0.727,1.876,0.258,2.95,0.188,9.134,0.48
695,11.79,6.591,0.0328,6.322,12.712,12.712,12.601,0.762,2.421,1.4409999999999998,0.13699999999999998,1.247,-3.615,12.712,0.41
947,15.643,11.48,0.0279,11.912,13.143,14.137,13.922,0.307,1.771,2.6860000000000004,0.184,1.131,-1.578,14.116,0.644
761,43.783,17.144000000000002,0.025765303867403312,13.424,21.152,21.152,20.831,0.203,1.206,5.144,0.313,1.356,0.8590000000000001,21.152,0.334
2311,15.729,7.666,0.0226,8.337,14.497,14.656,14.616,0.363,1.335,2.739,0.212,3.704,1.649,14.419,0.5710000000000001
1383,22.315,10.419,0.0295,8.638,16.527,13.081,12.981,0.569,1.658,2.086,0.124,1.4369999999999998,2.624,16.527,0.6609999999999999
2228,12.725,7.4060000000000015,0.0245,12.879,9.425,9.744,9.705,1.166,1.341,0.952,0.11,0.239,1.114,9.425,0.913
3039,15.834,13.809,0.0252,8.519,20.254,19.618,19.618,0.38,1.474,3.182,0.157,2.449,1.062,20.475,0.542
1401,30.431,6.997000000000001,0.032400000000000005,9.107,18.189,20.995,20.557,0.514,2.5980000000000003,2.393,0.136,1.346,0.735,18.189,0.664
645,9.698,8.443999999999999,0.0334,6.246,15.542,15.542,15.483,0.669,1.746,1.582,0.117,1.551,0.234,15.542,0.438
3280,8.129,22.439,0.01,29.731,15.448,12.356,11.479,0.816,1.3630000000000002,1.05,0.102,0.17,1.4340000000000002,15.448,0.917
2697,16.134,6.454,0.0327,5.424,10.89,10.844,10.49,0.35200000000000004,0.921,2.595,0.266,1.026,0.5340689902982393,10.89,0.329
3465,7.859,6.556,0.0013,6.145,9.8,8.027000000000001,7.866,0.65,0.967,1.337,0.146,2.528,5.782,9.8,0.628
1882,27.272,14.325,0.031,10.951,38.619,26.905,26.653,0.386,21.819000000000006,2.9530000000000003,0.086,0.604,-26.956,38.619,0.505
771,43.82,15.349,0.025765303867403312,13.455,20.538,20.606,20.27,0.2,1.079,5.479,0.353,1.365,0.83,20.538,0.364
3182,15.279000000000002,9.567,0.0269,8.561,13.455,13.283,13.034,0.579,1.602,2.111,0.168,0.6920000000000001,1.915,13.455,0.439
51,15.296,10.135,0.0202,9.939,13.368,13.368,13.163,0.181,1.656,4.859,0.4270000000000001,1.2819999999999998,0.649,13.368,0.477
3156,16.186,10.832,0.025765303867403312,12.993,14.875,15.097,14.765999999999998,0.35,1.236,2.51,0.187,0.7390000000000001,0.5340689902982393,14.875,0.45
1375,16.938,9.772,0.0351,9.095,12.991,10.576,10.46,0.504,1.856,1.569,0.132,1.348,0.275,12.991,0.655
1121,14.868,6.7429999999999986,0.024700000000000003,11.772,47.615,32.894,32.579,0.249,3.174,4.8180000000000005,0.121,1.04,2.035,47.615,0.845
3339,20.189503358077058,-89.95,0.0068000000000000005,10.981,-30.093000000000004,5.404,5.385,0.399,-1.349,1.095,-0.041,0.269,0.5340689902982393,-30.093000000000004,0.39
1035,18.943,14.784,0.029900000000000006,11.143,20.936,19.371,18.558,0.394,3.2430000000000003,2.75,0.14,0.961,7.855,24.482,0.516
